option_id,question_id,option_label,option_value,points,display_order,status,created_at,marathi_option_text
DSRS/007/05,DSRS/007,No longer takes part in any real way in activities at home involving other people. Can only deal with the primary caregiver.,4,4,5,true,2026-09-04 00:00:00+00,इतर लोकांशी संबंधित घरगुती उपक्रमांमध्ये आता कोणतीही प्रत्यक्ष भूमिका घेत नाही. केवळ प्राथमिक काळजी घेणाऱ्या व्यक्तीशीच व्यवहार करता येतो.
DSRS/007/06,DSRS/007,Little or no response even to primary caregiver.,5,5,6,true,2026-09-04 00:00:00+00,प्राथमिक काळजी घेणाऱ्याला अगदी थोडा किंवा अजिबात प्रतिसाद मिळत नाही.
DSRS/008/01,DSRS/008,Normal. No decline in ability to do things around the house.,0,0,1,true,2026-09-04 00:00:00+00,सामान्य. घरातल्या गोष्टी करण्याची क्षमता कमी झालेली नाही.
DSRS/008/02,DSRS/008,"Some problems with home activities. May have more trouble with money management (paying bills) and fixing things. Can still go to a store, cook or clean. Still watches TV or reads a newspaper with interest and understanding.",1,1,2,true,2026-09-04 00:00:00+00,"गृह कार्यांसंबंधी काही समस्या. पैशाच्या व्यवस्थापनात (देयके भरणे) आणि गोष्टी दुरुस्त करण्यात अधिक अडचणी येऊ शकतात. तरीही दुकानात जाऊ शकता, स्वयंपाक करू शकता किंवा स्वच्छता करू शकता. तरीही टीव्ही बघतो किंवा वर्तमानपत्र वाचतो."
DSRS/008/03,DSRS/008,"Makes mistakes with easy tasks like going to a store, cooking or cleaning. Losing interest in the newspaper, TV or radio. Often can't follow a long conversation on a single topic.",2,2,3,true,2026-09-04 00:00:00+00,"दुकानात जाणे, स्वयंपाक करणे किंवा स्वच्छता करणे यासारख्या सोप्या कामांमध्ये तो चुका करतो. वृत्तपत्र, दूरदर्शन किंवा आकाशवाणीमध्ये रस कमी होणे. अनेकदा एकाच विषयावरील दीर्घ संभाषण अनुसरू शकत नाही."
DSRS/008/04,DSRS/008,"Not able to shop, cook or clean without a lot of help. Does not understand the newspaper or the TV. Cannot follow a conversation.",3,3,4,true,2026-09-04 00:00:00+00,"खूप मदतीशिवाय खरेदी, स्वयंपाक किंवा स्वच्छता करू शकत नाही. त्याला वृत्तपत्र किंवा दूरदर्शन समजत नाही. संभाषण अनुसरणे शक्य झाले नाही."
DSRS/008/05,DSRS/008,No longer does any home-based activities.,4,4,5,true,2026-09-04 00:00:00+00,नाहीतर घरगुती उपक्रम आता नाहीत.
DSRS/009/01,DSRS/009,Normal. Takes care of self as well as they used to.,0,0,1,true,2026-09-04 00:00:00+00,सामान्य. ते स्वतः तसेच त्यांची काळजी घेत असत.
DSRS/009/02,DSRS/009,"Sometimes forgets to wash, shave, comb hair, or may dress in wrong type of clothes. Not as neat as they used to be.",1,1,2,true,2026-09-04 00:00:00+00,"कधीकधी धुणे, दाढी करणे किंवा केस विंचरणे विसरतात किंवा चुकीचे कपडे घालतात. पूर्वीसारखे नीटनेटके नाही."
DSRS/009/03,DSRS/009,"Requires help with dressing, washing and personal grooming.",2,2,3,true,2026-09-04 00:00:00+00,"कपडे घालणे, धुणे आणि वैयक्तिक सौंदर्यप्रसाधनांसाठी मदतीची आवश्यकता असते."
DSRS/009/04,DSRS/009,Totally dependent on help for personal care.,3,3,4,true,2026-09-04 00:00:00+00,वैयक्तिक काळजीसाठी पूर्णपणे मदतीवर अवलंबून आहे.
DSRS/010/01,DSRS/010,"Normal, does not need help in eating food that is served to them.",0,0,1,true,2026-09-04 00:00:00+00,"सामान्य, त्यांना वाढलेले अन्न खाण्यासाठी मदतीची आवश्यकता नसते."
DSRS/010/02,DSRS/010,"May need help cutting food or have trouble with some foods, but basically able to eat by themselves.",1,1,2,true,2026-09-04 00:00:00+00,"कदाचित अन्नाचे काटा कापणे किंवा काही पदार्थ खाण्यात अडचण येऊ शकते, परंतु मूलतः एकटेच खाऊ शकते."
DSRS/010/03,DSRS/010,Generally able to feed themselves but may require some help. May lose interest during the meal.,2,2,3,true,2026-09-04 00:00:00+00,सामान्यतः स्वतःहून खाऊ शकतात परंतु त्यांना काही मदतीची आवश्यकता असू शकते. जेवणाच्या वेळी कदाचित रस कमी झाला असेल.
DSRS/010/04,DSRS/010,Needs to be fed. May have trouble swallowing.,3,3,4,true,2026-09-04 00:00:00+00,त्याला/तिला खायला द्यावे लागते. गिळण्यास त्रास होऊ शकतो.
DSRS/011/01,DSRS/011,Normal - does not have problems controlling urination or bowels except for physical problems.,0,0,1,true,2026-09-04 00:00:00+00,सामान्य - शारीरिक समस्या वगळता त्यांना लघवी किंवा मल नियंत्रित करण्यात समस्या येत नाहीत.
DSRS/011/02,DSRS/011,Rarely fails to control urination (generally less than one accident per month).,1,1,2,true,2026-09-04 00:00:00+00,मूत्रत्यागावर नियंत्रण ठेवण्यात क्वचितच अपयशी ठरते (सामान्यतः दर महिन्याला एक अपघात).
DSRS/011/03,DSRS/011,Occasional failure to control urination (about once a week or less).,2,2,3,true,2026-09-04 00:00:00+00,लघवीवर नियंत्रण ठेवण्यात अधूनमधून अपयश (आठवड्यातून एकदा किंवा त्यापेक्षा कमी वेळा).
DSRS/011/04,DSRS/011,Frequently fails to control urination (more than once a week).,3,3,4,true,2026-09-04 00:00:00+00,वारंवार लघवीवर नियंत्रण ठेवण्यात अपयशी ठरते (आठवड्यातून एकदापेक्षा जास्त).
DSRS/011/05,DSRS/011,Generally fails to control urination and frequently can not control bowels.,4,4,5,true,2026-09-04 00:00:00+00,सामान्यतः लघवीवर नियंत्रण ठेवण्यात अपयशी ठरते आणि वारंवार आतड्यांस नियंत्रित करू शकत नाही.
DSRS/012/01,DSRS/012,"Normal, able to get around on their own. (May have physical problems that require a cane or walker).",0,0,1,true,2026-09-04 00:00:00+00,"सामान्य, स्वत:च्या हातांनी फिरू शकणारे. (शारीरिक समस्या असू शकतात ज्यांना बेंत किंवा चालण्याच्या साहाय्याची आवश्यकता असते)."
DSRS/012/02,DSRS/012,"Sometimes gets confused when driving or taking public transportation, especially in new places. Able to walk places alone.",1,1,2,true,2026-09-04 00:00:00+00,"कधीकधी गाडी चालवताना किंवा सार्वजनिक वाहतूक करताना, विशेषतः नवीन ठिकाणी गोंधळ होतो. एकट्याने ठिकाणी फिरता येते."
DSRS/012/03,DSRS/012,"Cannot drive or take public transportation alone, even in familiar places. Can walk alone outside for short distances. Might get lost if walking too far from home.",2,2,3,true,2026-09-04 00:00:00+00,"एकट्याने वाहन चालवू शकत नाही किंवा सार्वजनिक वाहतूक करू शकत नाही, अगदी परिचित ठिकाणीही. थोड्या अंतरासाठी बाहेर एकटे चालू शकते का? घरापासून खूप दूर चाललो तर हरवून जाऊ शकतो."
DSRS/012/04,DSRS/012,Cannot be left outside alone. Can get around the house without getting lost or confused.,3,3,4,true,2026-09-04 00:00:00+00,एकटं बाहेर राहू शकत नाही. हरवले किंवा गोंधळून न जाता घराभोवती फिरू शकते.
DSRS/012/05,DSRS/012,Gets confused and needs help finding their way around the house.,4,4,5,true,2026-09-04 00:00:00+00,गोंधळते आणि त्याला घरातून मार्ग शोधण्यात मदतीची गरज असते.
DSRS/012/06,DSRS/012,"Almost always in a bed or chair. May be able to walk a few steps with help, but lacks sense of direction.",5,5,6,true,2026-09-04 00:00:00+00,"जवळजवळ नेहमीच पलंगावर किंवा खुर्चीवर. कदाचित मदतीसह काही पावले चालू शकतील, परंतु त्यांना दिशेची जाणीव नसते."
DSRS/012/07,DSRS/012,Always in bed. Unable to sit or stand.,6,6,7,true,2026-09-04 00:00:00+00,नेहमी पलंगावर. बसू किंवा उभे राहू शकत नाही.
EQ-5D-5L/001/01,EQ-5D-5L/001,I have no problems in walking about,0,1,1,true,2026-09-04 00:00:00+00,मला फिरण्यात काही हरकत नाही.
EQ-5D-5L/001/02,EQ-5D-5L/001,I have slight problems in walking about,1,2,2,true,2026-09-04 00:00:00+00,मला फिरण्यात थोडीशी अडचण येते.
EQ-5D-5L/001/03,EQ-5D-5L/001,I have moderate problems in walking about,2,3,3,true,2026-09-04 00:00:00+00,मला फिरण्यात मध्यम प्रमाणात समस्या येतात.
EQ-5D-5L/001/04,EQ-5D-5L/001,I have severe problems in walking about,3,4,4,true,2026-09-04 00:00:00+00,मला फिरण्यात गंभीर समस्या आहेत.
EQ-5D-5L/001/05,EQ-5D-5L/001,I am unable to walk about,4,5,5,true,2026-09-04 00:00:00+00,मला फिरता येत नाही.
EQ-5D-5L/002/01,EQ-5D-5L/002,I have no problems washing or dressing myself,0,1,1,true,2026-09-04 00:00:00+00,मला कपडे घालण्यात किंवा धुतण्यात काही हरकत नाही.
EQ-5D-5L/002/02,EQ-5D-5L/002,I have slight problems washing or dressing myself,1,2,2,true,2026-09-04 00:00:00+00,मला कपडे घालण्यात किंवा धुतण्यात थोडी समस्या येते.
EQ-5D-5L/002/03,EQ-5D-5L/002,I have moderate problems washing or dressing myself,2,3,3,true,2026-09-04 00:00:00+00,मला कपडे घालणे किंवा धुणे याबाबत मध्यम स्वरूपाची समस्या आहे.
EQ-5D-5L/002/04,EQ-5D-5L/002,I have severe problems washing or dressing myself,3,4,4,true,2026-09-04 00:00:00+00,मला कपडे घालणे किंवा धुणे याबाबत गंभीर समस्या आहेत.
EQ-5D-5L/002/05,EQ-5D-5L/002,I am unable to wash or dress myself,4,5,5,true,2026-09-04 00:00:00+00,मी कपडे धुऊ शकत नाही किंवा स्वतःला सुशोभित करू शकत नाही.
EQ-5D-5L/003/01,EQ-5D-5L/003,I have no problems doing my usual activities,0,1,1,true,2026-09-04 00:00:00+00,मला माझ्या नेहमीच्या कामांमध्ये कोणतीही अडचण येत नाही.
EQ-5D-5L/003/02,EQ-5D-5L/003,I have slight problems doing my usual activities,1,2,2,true,2026-09-04 00:00:00+00,मला माझ्या नेहमीच्या गोष्टी करणे थोडे कठीण जात आहे.
EQ-5D-5L/003/03,EQ-5D-5L/003,I have moderate problems doing my usual activities,2,3,3,true,2026-09-04 00:00:00+00,मला माझ्या नेहमीच्या गोष्टी करणे थोडे कठीण जाते.
EQ-5D-5L/003/04,EQ-5D-5L/003,I have severe problems doing my usual activities,3,4,4,true,2026-09-04 00:00:00+00,मला माझ्या नेहमीच्या कामांमध्ये गंभीर अडचणी येतात.
EQ-5D-5L/003/05,EQ-5D-5L/003,I am unable to do my usual activities,4,5,5,true,2026-09-04 00:00:00+00,मी माझे नेहमीचे काम करू शकत नाही.
EQ-5D-5L/004/01,EQ-5D-5L/004,I have no pain or discomfort,0,1,1,true,2026-09-04 00:00:00+00,मला वेदना किंवा अस्वस्थता नाही.
EQ-5D-5L/004/02,EQ-5D-5L/004,I have slight pain or discomfort,1,2,2,true,2026-09-04 00:00:00+00,मला थोडासा त्रास किंवा अस्वस्थता जाणवते.
EQ-5D-5L/004/03,EQ-5D-5L/004,I have moderate pain or discomfort,2,3,3,true,2026-09-04 00:00:00+00,मला मध्यम वेदना किंवा अस्वस्थता जाणवत आहे.
EQ-5D-5L/004/04,EQ-5D-5L/004,I have severe pain or discomfort,3,4,4,true,2026-09-04 00:00:00+00,मला तीव्र वेदना किंवा अस्वस्थता जाणवत आहे.
EQ-5D-5L/004/05,EQ-5D-5L/004,I have extreme pain or discomfort,4,5,5,true,2026-09-04 00:00:00+00,मला अत्यंत वेदना किंवा अस्वस्थता जाणवत आहे.
EQ-5D-5L/005/01,EQ-5D-5L/005,I am not anxious or depressed,0,1,1,true,2026-09-04 00:00:00+00,मी चिंतेत किंवा नैराश्यात नाही.
EQ-5D-5L/005/02,EQ-5D-5L/005,I am slightly anxious or depressed,1,2,2,true,2026-09-04 00:00:00+00,मी जराशी चिंतेत किंवा नैराश्यात आहे.
EQ-5D-5L/005/03,EQ-5D-5L/005,I am moderately anxious or depressed,2,3,3,true,2026-09-04 00:00:00+00,मी मध्यम प्रमाणात चिंतित किंवा नैराश्यग्रस्त आहे.
EQ-5D-5L/005/04,EQ-5D-5L/005,I am severely anxious or depressed,3,4,4,true,2026-09-04 00:00:00+00,मी अत्यंत चिंतेत किंवा नैराश्यात आहे.
EQ-5D-5L/005/05,EQ-5D-5L/005,I am extremely anxious or depressed,4,5,5,true,2026-09-04 00:00:00+00,मी अत्यंत चिंतेत किंवा नैराश्यात आहे.
FFS/001/01,FFS/001,Not at all,0,0,1,true,2026-09-04 00:00:00+00,अजिबात नाही.
FFS/001/02,FFS/001,Moderately,1,2,2,true,2026-09-04 00:00:00+00,मध्यम प्रमाणात
FFS/001/03,FFS/001,Extremely,2,4,3,true,2026-09-04 00:00:00+00,अत्यंत
FFS/002/01,FFS/002,Not at all,0,0,1,true,2026-09-04 00:00:00+00,अजिबात नाही.
FFS/002/02,FFS/002,Moderately,1,2,2,true,2026-09-04 00:00:00+00,मध्यम
FFS/002/03,FFS/002,Extremely,2,4,3,true,2026-09-04 00:00:00+00,अत्यंत
FFS/003/01,FFS/003,Not at all,0,0,1,true,2026-09-04 00:00:00+00,अजिबात नाही.
FFS/003/02,FFS/003,Moderately,1,2,2,true,2026-09-04 00:00:00+00,मध्यम
FFS/003/03,FFS/003,Extremely,2,4,3,true,2026-09-04 00:00:00+00,अत्यंत
FFS/004/01,FFS/004,0 days/week,0,0,1,true,2026-09-04 00:00:00+00,एक आठवडा शून्य दिवस
FFS/004/02,FFS/004,1-2 days/week,1,1,2,true,2026-09-04 00:00:00+00,एक ते दोन दिवस/आठवडा
FFS/004/03,FFS/004,3-4 days/week,2,2,3,true,2026-09-04 00:00:00+00,तीन-चार दिवस/आठवडा
FFS/004/04,FFS/004,5-6 days/week,3,3,4,true,2026-09-04 00:00:00+00,पाच-सहा दिवस/आठवडा
FFS/004/05,FFS/004,7 days/week,4,4,5,true,2026-09-04 00:00:00+00,सात दिवस
FFS/005/01,FFS/005,Early morning,0,0,1,true,2026-09-04 00:00:00+00,प्रातःकाळ
FFS/005/02,FFS/005,Mid morning,1,1,2,true,2026-09-04 00:00:00+00,दुपारच्या मध्यावर
FFS/005/03,FFS/005,Mid afternoon,2,2,3,true,2026-09-04 00:00:00+00,दुपारी
FFS/005/04,FFS/005,Late afternoon,3,3,4,true,2026-09-04 00:00:00+00,दुपारनंतर
FFS/005/05,FFS/005,Early evening,4,4,5,true,2026-09-04 00:00:00+00,संध्याकाळ
FFS/005/06,FFS/005,Midday,5,5,6,true,2026-09-04 00:00:00+00,मध्याह्न
FFS/005/07,FFS/005,Late evening,6,6,7,true,2026-09-04 00:00:00+00,संध्याकाळ
FFS/006/01,FFS/006,Not at all,0,0,1,true,2026-09-04 00:00:00+00,अजिबात नाही.
FFS/006/02,FFS/006,Moderate,1,2,2,true,2026-09-04 00:00:00+00,मध्यम
FFS/006/03,FFS/006,Extreme,2,4,3,true,2026-09-04 00:00:00+00,अती
FFS/007/01,FFS/007,Not at all,0,0,1,true,2026-09-04 00:00:00+00,अजिबात नाही.
FFS/007/02,FFS/007,Moderately,1,2,2,true,2026-09-04 00:00:00+00,मध्यम
FFS/007/03,FFS/007,Entirely,2,4,3,true,2026-09-04 00:00:00+00,पूर्णपणे
FIQR/001/01,FIQR/001,0,0,0,1,true,2026-09-04 00:00:00+00,०
FIQR/001/02,FIQR/001,1,1,1,2,true,2026-09-04 00:00:00+00,१
FIQR/001/03,FIQR/001,2,2,2,3,true,2026-09-04 00:00:00+00,२
FIQR/001/04,FIQR/001,3,3,3,4,true,2026-09-04 00:00:00+00,३
FIQR/001/05,FIQR/001,4,4,4,5,true,2026-09-04 00:00:00+00,४
FIQR/001/06,FIQR/001,5,5,5,6,true,2026-09-04 00:00:00+00,५
FIQR/001/07,FIQR/001,6,6,6,7,true,2026-09-04 00:00:00+00,६
FIQR/001/08,FIQR/001,7,7,7,8,true,2026-09-04 00:00:00+00,७
FIQR/001/09,FIQR/001,8,8,8,9,true,2026-09-04 00:00:00+00,८
FIQR/001/10,FIQR/001,9,9,9,10,true,2026-09-04 00:00:00+00,९
FIQR/001/11,FIQR/001,10,10,10,11,true,2026-09-04 00:00:00+00,१०
FIQR/002/01,FIQR/002,0,0,0,1,true,2026-09-04 00:00:00+00,०
FIQR/002/02,FIQR/002,1,1,1,2,true,2026-09-04 00:00:00+00,१
FIQR/002/03,FIQR/002,2,2,2,3,true,2026-09-04 00:00:00+00,२
FIQR/002/04,FIQR/002,3,3,3,4,true,2026-09-04 00:00:00+00,३
FIQR/002/05,FIQR/002,4,4,4,5,true,2026-09-04 00:00:00+00,४
FIQR/002/06,FIQR/002,5,5,5,6,true,2026-09-04 00:00:00+00,५
FIQR/002/07,FIQR/002,6,6,6,7,true,2026-09-04 00:00:00+00,६
FIQR/002/08,FIQR/002,7,7,7,8,true,2026-09-04 00:00:00+00,७
FIQR/002/09,FIQR/002,8,8,8,9,true,2026-09-04 00:00:00+00,८
FIQR/002/10,FIQR/002,9,9,9,10,true,2026-09-04 00:00:00+00,९
FIQR/002/11,FIQR/002,10,10,10,11,true,2026-09-04 00:00:00+00,१०
FIQR/003/01,FIQR/003,0,0,0,1,true,2026-09-04 00:00:00+00,०
FIQR/003/02,FIQR/003,1,1,1,2,true,2026-09-04 00:00:00+00,१
FIQR/003/03,FIQR/003,2,2,2,3,true,2026-09-04 00:00:00+00,२
FIQR/003/04,FIQR/003,3,3,3,4,true,2026-09-04 00:00:00+00,३
FIQR/003/05,FIQR/003,4,4,4,5,true,2026-09-04 00:00:00+00,४
FIQR/003/06,FIQR/003,5,5,5,6,true,2026-09-04 00:00:00+00,५
FIQR/003/07,FIQR/003,6,6,6,7,true,2026-09-04 00:00:00+00,६
FIQR/003/08,FIQR/003,7,7,7,8,true,2026-09-04 00:00:00+00,७
FIQR/003/09,FIQR/003,8,8,8,9,true,2026-09-04 00:00:00+00,८
FIQR/003/10,FIQR/003,9,9,9,10,true,2026-09-04 00:00:00+00,९
FIQR/003/11,FIQR/003,10,10,10,11,true,2026-09-04 00:00:00+00,१०
FIQR/004/01,FIQR/004,0,0,0,1,true,2026-09-04 00:00:00+00,०
FIQR/004/02,FIQR/004,1,1,1,2,true,2026-09-04 00:00:00+00,१
FIQR/004/03,FIQR/004,2,2,2,3,true,2026-09-04 00:00:00+00,२
FIQR/004/04,FIQR/004,3,3,3,4,true,2026-09-04 00:00:00+00,३
FIQR/004/05,FIQR/004,4,4,4,5,true,2026-09-04 00:00:00+00,४
FIQR/004/06,FIQR/004,5,5,5,6,true,2026-09-04 00:00:00+00,५
FIQR/004/07,FIQR/004,6,6,6,7,true,2026-09-04 00:00:00+00,६
FIQR/004/08,FIQR/004,7,7,7,8,true,2026-09-04 00:00:00+00,७
FIQR/004/09,FIQR/004,8,8,8,9,true,2026-09-04 00:00:00+00,८
FIQR/004/10,FIQR/004,9,9,9,10,true,2026-09-04 00:00:00+00,९
FIQR/004/11,FIQR/004,10,10,10,11,true,2026-09-04 00:00:00+00,१०
FIQR/005/01,FIQR/005,0,0,0,1,true,2026-09-04 00:00:00+00,०
FIQR/005/02,FIQR/005,1,1,1,2,true,2026-09-04 00:00:00+00,१
FIQR/005/03,FIQR/005,2,2,2,3,true,2026-09-04 00:00:00+00,२
FIQR/005/04,FIQR/005,3,3,3,4,true,2026-09-04 00:00:00+00,३
FIQR/005/05,FIQR/005,4,4,4,5,true,2026-09-04 00:00:00+00,४
FIQR/005/06,FIQR/005,5,5,5,6,true,2026-09-04 00:00:00+00,५
FIQR/005/07,FIQR/005,6,6,6,7,true,2026-09-04 00:00:00+00,६
FIQR/005/08,FIQR/005,7,7,7,8,true,2026-09-04 00:00:00+00,७
FIQR/005/09,FIQR/005,8,8,8,9,true,2026-09-04 00:00:00+00,८
FIQR/005/10,FIQR/005,9,9,9,10,true,2026-09-04 00:00:00+00,९
FIQR/005/11,FIQR/005,10,10,10,11,true,2026-09-04 00:00:00+00,१०
FIQR/006/01,FIQR/006,0,0,0,1,true,2026-09-04 00:00:00+00,०
FIQR/006/02,FIQR/006,1,1,1,2,true,2026-09-04 00:00:00+00,१
FIQR/006/03,FIQR/006,2,2,2,3,true,2026-09-04 00:00:00+00,२
FIQR/006/04,FIQR/006,3,3,3,4,true,2026-09-04 00:00:00+00,३
FIQR/006/05,FIQR/006,4,4,4,5,true,2026-09-04 00:00:00+00,४
FIQR/006/06,FIQR/006,5,5,5,6,true,2026-09-04 00:00:00+00,५
FIQR/006/07,FIQR/006,6,6,6,7,true,2026-09-04 00:00:00+00,६
FIQR/006/08,FIQR/006,7,7,7,8,true,2026-09-04 00:00:00+00,७
FIQR/006/09,FIQR/006,8,8,8,9,true,2026-09-04 00:00:00+00,८
FIQR/006/10,FIQR/006,9,9,9,10,true,2026-09-04 00:00:00+00,९
FIQR/006/11,FIQR/006,10,10,10,11,true,2026-09-04 00:00:00+00,१०
FIQR/007/01,FIQR/007,0,0,0,1,true,2026-09-04 00:00:00+00,०
FIQR/007/02,FIQR/007,1,1,1,2,true,2026-09-04 00:00:00+00,१
FIQR/007/03,FIQR/007,2,2,2,3,true,2026-09-04 00:00:00+00,२
FIQR/007/04,FIQR/007,3,3,3,4,true,2026-09-04 00:00:00+00,३
FIQR/007/05,FIQR/007,4,4,4,5,true,2026-09-04 00:00:00+00,४
FIQR/007/06,FIQR/007,5,5,5,6,true,2026-09-04 00:00:00+00,५
FIQR/007/07,FIQR/007,6,6,6,7,true,2026-09-04 00:00:00+00,६
FIQR/007/08,FIQR/007,7,7,7,8,true,2026-09-04 00:00:00+00,७
FIQR/007/09,FIQR/007,8,8,8,9,true,2026-09-04 00:00:00+00,८
FIQR/007/10,FIQR/007,9,9,9,10,true,2026-09-04 00:00:00+00,९
FIQR/007/11,FIQR/007,10,10,10,11,true,2026-09-04 00:00:00+00,१०
FIQR/008/01,FIQR/008,0,0,0,1,true,2026-09-04 00:00:00+00,०
FIQR/008/02,FIQR/008,1,1,1,2,true,2026-09-04 00:00:00+00,१
FIQR/008/03,FIQR/008,2,2,2,3,true,2026-09-04 00:00:00+00,२
FIQR/008/04,FIQR/008,3,3,3,4,true,2026-09-04 00:00:00+00,३
FIQR/008/05,FIQR/008,4,4,4,5,true,2026-09-04 00:00:00+00,४
FIQR/008/06,FIQR/008,5,5,5,6,true,2026-09-04 00:00:00+00,५
FIQR/008/07,FIQR/008,6,6,6,7,true,2026-09-04 00:00:00+00,६
FIQR/008/08,FIQR/008,7,7,7,8,true,2026-09-04 00:00:00+00,७
FIQR/008/09,FIQR/008,8,8,8,9,true,2026-09-04 00:00:00+00,८
FIQR/008/10,FIQR/008,9,9,9,10,true,2026-09-04 00:00:00+00,९
FIQR/008/11,FIQR/008,10,10,10,11,true,2026-09-04 00:00:00+00,१०
FIQR/009/01,FIQR/009,0,0,0,1,true,2026-09-04 00:00:00+00,०
FIQR/009/02,FIQR/009,1,1,1,2,true,2026-09-04 00:00:00+00,१
FIQR/009/03,FIQR/009,2,2,2,3,true,2026-09-04 00:00:00+00,२
FIQR/009/04,FIQR/009,3,3,3,4,true,2026-09-04 00:00:00+00,३
FIQR/009/05,FIQR/009,4,4,4,5,true,2026-09-04 00:00:00+00,४
FIQR/009/06,FIQR/009,5,5,5,6,true,2026-09-04 00:00:00+00,५
FIQR/009/07,FIQR/009,6,6,6,7,true,2026-09-04 00:00:00+00,६
FIQR/009/08,FIQR/009,7,7,7,8,true,2026-09-04 00:00:00+00,७
FIQR/009/09,FIQR/009,8,8,8,9,true,2026-09-04 00:00:00+00,८
FIQR/009/10,FIQR/009,9,9,9,10,true,2026-09-04 00:00:00+00,९
FIQR/009/11,FIQR/009,10,10,10,11,true,2026-09-04 00:00:00+00,१०
FIQR/010/01,FIQR/010,0,0,0,1,true,2026-09-04 00:00:00+00,०
FIQR/010/02,FIQR/010,1,1,1,2,true,2026-09-04 00:00:00+00,१
FIQR/010/03,FIQR/010,2,2,2,3,true,2026-09-04 00:00:00+00,२
FIQR/010/04,FIQR/010,3,3,3,4,true,2026-09-04 00:00:00+00,३
FIQR/010/05,FIQR/010,4,4,4,5,true,2026-09-04 00:00:00+00,४
FIQR/010/06,FIQR/010,5,5,5,6,true,2026-09-04 00:00:00+00,५
FIQR/010/07,FIQR/010,6,6,6,7,true,2026-09-04 00:00:00+00,६
FIQR/010/08,FIQR/010,7,7,7,8,true,2026-09-04 00:00:00+00,७
FIQR/010/09,FIQR/010,8,8,8,9,true,2026-09-04 00:00:00+00,८
FIQR/010/10,FIQR/010,9,9,9,10,true,2026-09-04 00:00:00+00,९
FIQR/010/11,FIQR/010,10,10,10,11,true,2026-09-04 00:00:00+00,१०
FIQR/011/01,FIQR/011,0,0,0,1,true,2026-09-04 00:00:00+00,०
FIQR/011/02,FIQR/011,1,1,1,2,true,2026-09-04 00:00:00+00,१
FIQR/011/03,FIQR/011,2,2,2,3,true,2026-09-04 00:00:00+00,२
FIQR/011/04,FIQR/011,3,3,3,4,true,2026-09-04 00:00:00+00,३
FIQR/011/05,FIQR/011,4,4,4,5,true,2026-09-04 00:00:00+00,४
FIQR/011/06,FIQR/011,5,5,5,6,true,2026-09-04 00:00:00+00,५
FIQR/011/07,FIQR/011,6,6,6,7,true,2026-09-04 00:00:00+00,६
FIQR/011/08,FIQR/011,7,7,7,8,true,2026-09-04 00:00:00+00,७
FIQR/011/09,FIQR/011,8,8,8,9,true,2026-09-04 00:00:00+00,८
FIQR/011/10,FIQR/011,9,9,9,10,true,2026-09-04 00:00:00+00,९
FIQR/011/11,FIQR/011,10,10,10,11,true,2026-09-04 00:00:00+00,१०
FIQR/012/01,FIQR/012,0,0,0,1,true,2026-09-04 00:00:00+00,०
FIQR/012/02,FIQR/012,1,1,1,2,true,2026-09-04 00:00:00+00,१
FIQR/012/03,FIQR/012,2,2,2,3,true,2026-09-04 00:00:00+00,२
FIQR/012/04,FIQR/012,3,3,3,4,true,2026-09-04 00:00:00+00,३
FIQR/012/05,FIQR/012,4,4,4,5,true,2026-09-04 00:00:00+00,४
FIQR/012/06,FIQR/012,5,5,5,6,true,2026-09-04 00:00:00+00,५
FIQR/012/07,FIQR/012,6,6,6,7,true,2026-09-04 00:00:00+00,६
FIQR/012/08,FIQR/012,7,7,7,8,true,2026-09-04 00:00:00+00,७
FIQR/012/09,FIQR/012,8,8,8,9,true,2026-09-04 00:00:00+00,८
FIQR/012/10,FIQR/012,9,9,9,10,true,2026-09-04 00:00:00+00,९
FIQR/012/11,FIQR/012,10,10,10,11,true,2026-09-04 00:00:00+00,१०
FIQR/013/01,FIQR/013,0,0,0,1,true,2026-09-04 00:00:00+00,०
FIQR/013/02,FIQR/013,1,1,1,2,true,2026-09-04 00:00:00+00,१
FIQR/013/03,FIQR/013,2,2,2,3,true,2026-09-04 00:00:00+00,२
FIQR/013/04,FIQR/013,3,3,3,4,true,2026-09-04 00:00:00+00,३
FIQR/013/05,FIQR/013,4,4,4,5,true,2026-09-04 00:00:00+00,४
FIQR/013/06,FIQR/013,5,5,5,6,true,2026-09-04 00:00:00+00,५
FIQR/013/07,FIQR/013,6,6,6,7,true,2026-09-04 00:00:00+00,६
FIQR/013/08,FIQR/013,7,7,7,8,true,2026-09-04 00:00:00+00,७
FIQR/013/09,FIQR/013,8,8,8,9,true,2026-09-04 00:00:00+00,८
FIQR/013/10,FIQR/013,9,9,9,10,true,2026-09-04 00:00:00+00,९
FIQR/013/11,FIQR/013,10,10,10,11,true,2026-09-04 00:00:00+00,१०
FIQR/014/01,FIQR/014,0,0,0,1,true,2026-09-04 00:00:00+00,०
FIQR/014/02,FIQR/014,1,1,1,2,true,2026-09-04 00:00:00+00,१
FIQR/014/03,FIQR/014,2,2,2,3,true,2026-09-04 00:00:00+00,२
FIQR/014/04,FIQR/014,3,3,3,4,true,2026-09-04 00:00:00+00,३
FIQR/014/05,FIQR/014,4,4,4,5,true,2026-09-04 00:00:00+00,४
FIQR/014/06,FIQR/014,5,5,5,6,true,2026-09-04 00:00:00+00,५
