question_id,question_code,disease_id,scale_id,ds_map_id,question_text,answer_type,min_value,max_value,is_required,skip_logic,display_order,is_common_scale,created_at,marathi_question_text
DASS-21/009,DASS-21/009,,DASS-21/2026,,I was worried about situations in which I might panic and make a fool of myself,radio,,,true,,9,true,2026-09-04 00:00:00+00,मी अशा परिस्थितीबद्दल चिंतित होते ज्यामध्ये मी घाबरून जाऊ शकतो आणि स्वतःचा नाश करू शकतो.
DASS-21/010,DASS-21/010,,DASS-21/2026,,I felt that I had nothing to look forward to,radio,,,true,,10,true,2026-09-04 00:00:00+00,मला वाटले की माझ्याकडे वाट पहाण्यासारखे काहीच नाही.
DASS-21/011,DASS-21/011,,DASS-21/2026,,I found myself getting agitated,radio,,,true,,11,true,2026-09-04 00:00:00+00,मला अस्वस्थ वाटत होते.
DASS-21/012,DASS-21/012,,DASS-21/2026,,I found it difficult to relax,radio,,,true,,12,true,2026-09-04 00:00:00+00,मला आराम करणे कठीण झाले होते.
DASS-21/013,DASS-21/013,,DASS-21/2026,,I felt down-hearted and blue,radio,,,true,,13,true,2026-09-04 00:00:00+00,मला उदास आणि निराश वाटले.
DASS-21/014,DASS-21/014,,DASS-21/2026,,I was intolerant of anything that kept me from getting on with what I was doing,radio,,,true,,14,true,2026-09-04 00:00:00+00,मी जे करत होते ते करण्यापासून मला रोखणाऱ्या कोणत्याही गोष्टीबद्दल मी असहिष्णु होते.
DASS-21/015,DASS-21/015,,DASS-21/2026,,I felt I was close to panic,radio,,,true,,15,true,2026-09-04 00:00:00+00,मला वाटले की मी दहशतीत आहे.
DASS-21/016,DASS-21/016,,DASS-21/2026,,I was unable to become enthusiastic about anything,radio,,,true,,16,true,2026-09-04 00:00:00+00,मी कोणत्याही गोष्टीबद्दल उत्साहित राहू शकत नव्हते.
DASS-21/017,DASS-21/017,,DASS-21/2026,,I felt I wasn’t worth much as a person,radio,,,true,,17,true,2026-09-04 00:00:00+00,मला वाटले की मी एक व्यक्ती म्हणून फारसे महत्त्वाचे नाही.
DASS-21/018,DASS-21/018,,DASS-21/2026,,I felt that I was rather touchy,radio,,,true,,18,true,2026-09-04 00:00:00+00,मला वाटले की मी थोडा संवेदनशील आहे.
DASS-21/019,DASS-21/019,,DASS-21/2026,,"I was aware of the action of my heart in the absence of physical exertion (e.g. sense of heart rate increase, heart missing a beat)",radio,,,true,,19,true,2026-09-04 00:00:00+00,"शारीरिक श्रमांच्या अनुपस्थितीत (उदा. हृदयाची गती वाढणे, हृदयाचे ठोके चुकले) माझ्या हृदयाची क्रिया मला माहीत होती."
DASS-21/020,DASS-21/020,,DASS-21/2026,,I felt scared without any good reason,radio,,,true,,20,true,2026-09-04 00:00:00+00,कोणतेही कारण नसताना मला भीती वाटली.
DASS-21/021,DASS-21/021,,DASS-21/2026,,I felt that life was meaningless,radio,,,true,,21,true,2026-09-04 00:00:00+00,मला वाटले की जीवन निरर्थक आहे.
DHI/001,DHI/001,,DHI/2026,,Does looking up increase your problem?,radio,,,true,,1,true,2026-09-04 00:00:00+00,वर पाहण्याने तुमची समस्या वाढते का?
DHI/002,DHI/002,,DHI/2026,,"Because of your problem, do you feel frustrated?",radio,,,true,,2,true,2026-09-04 00:00:00+00,तुमच्या समस्येमुळे तुम्हाला निराशा येते का?
DHI/003,DHI/003,,DHI/2026,,"Because of your problem, do you restrict your travel for business or recreation?",radio,,,true,,3,true,2026-09-04 00:00:00+00,"तुमच्या समस्येमुळे, तुम्ही व्यवसायासाठी की मनोरंजनासाठी प्रवास मर्यादित करता?"
DHI/004,DHI/004,,DHI/2026,,Does walking down the aisle of a supermarket increase your problems?,radio,,,true,,4,true,2026-09-04 00:00:00+00,सुपरमार्केटच्या गल्ल्यातून खाली चालणे तुमच्या समस्या वाढवते का?
DHI/005,DHI/005,,DHI/2026,,"Because of your problem, do you have difficulty getting into or out of bed?",radio,,,true,,5,true,2026-09-04 00:00:00+00,"तुमच्या समस्येमुळे, तुम्हाला अंथरूणात जाणे किंवा बाहेर येणे कठीण होत आहे का?"
DHI/006,DHI/006,,DHI/2026,,"Does your problem significantly restrict your participation in social activities, such as going out to dinner, going to the movies, dancing, or going to parties?",radio,,,true,,6,true,2026-09-04 00:00:00+00,"तुमच्या समस्यामुळे बाहेर जेवणासाठी जाणे, चित्रपट पाहणे, नृत्य करणे किंवा पार्ट्यांना जाणे यासारख्या सामाजिक कार्यांमध्ये तुमची सहभागिता लक्षणीयरीत्या मर्यादित होते का?"
DHI/007,DHI/007,,DHI/2026,,"Because of your problem, do you have difficulty reading?",radio,,,true,,7,true,2026-09-04 00:00:00+00,तुमच्या समस्येमुळे तुम्हाला वाचण्यास त्रास होतो का?
DHI/008,DHI/008,,DHI/2026,,"Does performing more ambitious activities such as sports, dancing, household chores (sweeping or putting dishes away) increase your problems?",radio,,,true,,8,true,2026-09-04 00:00:00+00,"क्रीडा, नृत्य, घरगुती कामे (स्वच्छता करणे किंवा भांडी ठेवणे) यांसारखे अधिक महत्त्वाकांक्षी उपक्रम करण्याने तुमच्या समस्या वाढतात का?"
DHI/009,DHI/009,,DHI/2026,,"Because of your problem, are you afraid to leave your home without having someone accompany you?",radio,,,true,,9,true,2026-09-04 00:00:00+00,"तुमच्या समस्येमुळे, तुम्हाला सोबत कुणीतरी घेऊन न जाता तुमचे घर सोडण्याची भीती वाटते का?"
DHI/010,DHI/010,,DHI/2026,,Because of your problem have you been embarrassed in front of others?,radio,,,true,,10,true,2026-09-04 00:00:00+00,तुमच्या समस्येमुळे तुम्ही इतरांसमोर लाजिरवाणे झाला आहात का?
DHI/011,DHI/011,,DHI/2026,,Do quick movements of your head increase your problem?,radio,,,true,,11,true,2026-09-04 00:00:00+00,तुमचे डोके झटकन हालवल्याने तुमची समस्या वाढते का?
DHI/012,DHI/012,,DHI/2026,,"Because of your problem, do you avoid heights?",radio,,,true,,12,true,2026-09-04 00:00:00+00,तुमच्या समस्येमुळे तुम्ही उंची टाळता का?
DHI/013,DHI/013,,DHI/2026,,Does turning over in bed increase your problem?,radio,,,true,,13,true,2026-09-04 00:00:00+00,पलंगावर उलटी केल्याने तुमची समस्या वाढते का?
DHI/014,DHI/014,,DHI/2026,,"Because of your problem, is it difficult for you to do strenuous homework or yard work?",radio,,,true,,14,true,2026-09-04 00:00:00+00,"तुमच्या समस्येमुळे, तुम्हाला कष्टात्मक गृहपाठ करणे किंवा बागकाम करणे कठीण जाते का?"
DHI/015,DHI/015,,DHI/2026,,"Because of your problem, are you afraid people may think you are intoxicated?",radio,,,true,,15,true,2026-09-04 00:00:00+00,"तुमच्या समस्येमुळे, लोक तुम्हाला नशेत असल्याचे विचार करतील अशी तुम्हाला भीती वाटते का?"
DHI/016,DHI/016,,DHI/2026,,"Because of your problem, is it difficult for you to go for a walk by yourself?",radio,,,true,,16,true,2026-09-04 00:00:00+00,"तुमच्या समस्येमुळे, एकटे फिरायला जाणे तुम्हाला कठीण जात आहे का?"
DHI/017,DHI/017,,DHI/2026,,Does walking down a sidewalk increase your problem?,radio,,,true,,17,true,2026-09-04 00:00:00+00,फुटपाथवर चालल्याने तुमची समस्या वाढते का?
DHI/018,DHI/018,,DHI/2026,,"Because of your problem, is it difficult for you to concentrate",radio,,,true,,18,true,2026-09-04 00:00:00+00,तुमच्या समस्येमुळे तुम्हाला लक्ष केंद्रित करणे कठीण जात आहे का?
DHI/019,DHI/019,,DHI/2026,,"Because of your problem, is it difficult for you to walk around your house in the dark?",radio,,,true,,19,true,2026-09-04 00:00:00+00,"तुमच्या समस्येमुळे, अंधारात तुमच्या घरात फिरणे तुम्हाला कठीण जाते का?"
DHI/020,DHI/020,,DHI/2026,,"Because of your problem, are you afraid to stay home alone?",radio,,,true,,20,true,2026-09-04 00:00:00+00,"तुमच्या समस्येमुळे, एकटे घरी राहण्यास तुम्हाला भीती वाटते का?"
DHI/021,DHI/021,,DHI/2026,,"Because of your problem, do you feel handicapped?",radio,,,true,,21,true,2026-09-04 00:00:00+00,तुमच्या समस्येमुळे तुम्हाला अपंग वाटते का?
DHI/022,DHI/022,,DHI/2026,,Has the problem placed stress on your relationships with members of your family or friends?,radio,,,true,,22,true,2026-09-04 00:00:00+00,या समस्येमुळे तुमच्या कुटुंबातील किंवा मित्रांच्या संबंधांवर ताण आला आहे का?
DHI/023,DHI/023,,DHI/2026,,"Because of your problem, are you depressed?",radio,,,true,,23,true,2026-09-04 00:00:00+00,तुमच्या समस्येमुळे तुम्ही नैराश्यग्रस्त आहात का?
DHI/024,DHI/024,,DHI/2026,,Does your problem interfere with your job or household responsibilities?,radio,,,true,,24,true,2026-09-04 00:00:00+00,तुमच्या समस्येमुळे तुमच्या नोकरी किंवा घरगुती जबाबदाऱ्यांमध्ये अडथळा येतो का?
DHI/025,DHI/025,,DHI/2026,,Does bending over increase your problem?,radio,,,true,,25,true,2026-09-04 00:00:00+00,वाकून बसल्याने तुमची समस्या वाढते का?
DN-4/001,DN-4/001,CHRONICPAIN/2026,DN-4/2026,Chronic Pain/DN-4,Does your pain feel like burning?,radio,,,true,,1,false,2026-09-04 00:00:00+00,तुमचा वेदना जळजळीत वाटते का?
DN-4/002,DN-4/002,CHRONICPAIN/2026,DN-4/2026,Chronic Pain/DN-4,Does your pain feel like painful cold?,radio,,,true,,2,false,2026-09-04 00:00:00+00,तुमचा वेदना वेदनादायक थंडीसारखी वाटते का?
DN-4/003,DN-4/003,CHRONICPAIN/2026,DN-4/2026,Chronic Pain/DN-4,Does your pain feel like electric shocks?,radio,,,true,,3,false,2026-09-04 00:00:00+00,तुमचा वेदना विद्युत धक्क्यांसारख्या वाटतात का?
DN-4/004,DN-4/004,CHRONICPAIN/2026,DN-4/2026,Chronic Pain/DN-4,Is the pain associated with tingling in the same area?,radio,,,true,,4,false,2026-09-04 00:00:00+00,वेदना त्या भागामध्येच झुनझुनी वाटते का?
DN-4/005,DN-4/005,CHRONICPAIN/2026,DN-4/2026,Chronic Pain/DN-4,Is the pain associated with pins and needles in the same area?,radio,,,true,,5,false,2026-09-04 00:00:00+00,वेदना त्याच भागात पिन आणि सुईंसारख्या आहेत का?
DN-4/006,DN-4/006,CHRONICPAIN/2026,DN-4/2026,Chronic Pain/DN-4,Is the pain associated with numbness in the same area?,radio,,,true,,6,false,2026-09-04 00:00:00+00,वेदना त्याच भागात सुन्नपणाशी संबंधित आहे का?
DN-4/007,DN-4/007,CHRONICPAIN/2026,DN-4/2026,Chronic Pain/DN-4,Is the pain associated with itching in the same area?,radio,,,true,,7,false,2026-09-04 00:00:00+00,वेदना त्याच भागात खाज सुटण्याशी संबंधित आहे का?
DN-4/008,DN-4/008,CHRONICPAIN/2026,DN-4/2026,Chronic Pain/DN-4,Is the pain located in an area with hypoesthesia to touch?,radio,,,true,,8,false,2026-09-04 00:00:00+00,वेदना स्पर्श करण्यास हायपोएस्थेसिया असलेल्या भागात आहे का?
DN-4/009,DN-4/009,CHRONICPAIN/2026,DN-4/2026,Chronic Pain/DN-4,Is the pain located in an area with hypoesthesia to pinprick?,radio,,,true,,9,false,2026-09-04 00:00:00+00,वेदना पिनप्रिकसाठी हायपोएस्थेसिया असलेल्या भागात स्थित आहे का?
DN-4/010,DN-4/010,CHRONICPAIN/2026,DN-4/2026,Chronic Pain/DN-4,Is the pain caused or increased by brushing?,radio,,,true,,10,false,2026-09-04 00:00:00+00,ब्रश केल्याने वेदना होतात की वाढतात?
DSRS/001,DSRS/001,DEMENTIA/2026,DSRS/2026,Dementia/DSRS,MEMORY,radio,,,true,,1,false,2026-09-04 00:00:00+00,स्मरण
DSRS/002,DSRS/002,DEMENTIA/2026,DSRS/2026,Dementia/DSRS,SPEECH AND LANGUAGE,radio,,,true,,2,false,2026-09-04 00:00:00+00,वाणी आणि भाषा
DSRS/003,DSRS/003,DEMENTIA/2026,DSRS/2026,Dementia/DSRS,RECOGNITION OF FAMILY MEMBERS,radio,,,true,,3,false,2026-09-04 00:00:00+00,कुटुंबातील सदस्यांची ओळख
DSRS/004,DSRS/004,DEMENTIA/2026,DSRS/2026,Dementia/DSRS,ORIENTATION TO TIME,radio,,,true,,4,false,2026-09-04 00:00:00+00,कालबोध
DSRS/005,DSRS/005,DEMENTIA/2026,DSRS/2026,Dementia/DSRS,ORIENTATION TO PLACE,radio,,,true,,5,false,2026-09-04 00:00:00+00,स्थानविषयक अभिमुखीकरण
DSRS/006,DSRS/006,DEMENTIA/2026,DSRS/2026,Dementia/DSRS,ABILITY TO MAKE DECISIONS,radio,,,true,,6,false,2026-09-04 00:00:00+00,निर्णय घेण्याची क्षमता
DSRS/007,DSRS/007,DEMENTIA/2026,DSRS/2026,Dementia/DSRS,SOCIAL AND COMMUNITY ACTIVITY,radio,,,true,,7,false,2026-09-04 00:00:00+00,सामाजिक आणि सामुदायिक उपक्रम
DSRS/008,DSRS/008,DEMENTIA/2026,DSRS/2026,Dementia/DSRS,HOME ACTIVITIES AND RESPONSIBILITIES,radio,,,true,,8,false,2026-09-04 00:00:00+00,गृह उपक्रम आणि जबाबदाऱ्या
DSRS/009,DSRS/009,DEMENTIA/2026,DSRS/2026,Dementia/DSRS,PERSONAL CARE - CLEANLINESS,radio,,,true,,9,false,2026-09-04 00:00:00+00,व्यक्तिगत देखभाल - स्वच्छता
DSRS/010,DSRS/010,DEMENTIA/2026,DSRS/2026,Dementia/DSRS,EATING,radio,,,true,,10,false,2026-09-04 00:00:00+00,भक्षण
DSRS/011,DSRS/011,DEMENTIA/2026,DSRS/2026,Dementia/DSRS,CONTROL OF URINATION AND BOWELS,radio,,,true,,11,false,2026-09-04 00:00:00+00,मूत्राशय आणि आतड्यांवर नियंत्रण
DSRS/012,DSRS/012,DEMENTIA/2026,DSRS/2026,Dementia/DSRS,ABILITY TO GET FROM PLACE TO PLACE,radio,,,true,,12,false,2026-09-04 00:00:00+00,ठिकाणी ठिकाणी जाण्याची क्षमता
EQ-5D-5L/001,EQ-5D-5L/001,,EQ-5D-5L/2026,,MOBILITY,radio,,,true,,1,true,2026-09-04 00:00:00+00,गतिशीलता
EQ-5D-5L/002,EQ-5D-5L/002,,EQ-5D-5L/2026,,SELF-CARE,radio,,,true,,2,true,2026-09-04 00:00:00+00,स्वत:ची काळजी
EQ-5D-5L/003,EQ-5D-5L/003,,EQ-5D-5L/2026,,"USUAL ACTIVITIES (e.g. work, study, housework, family or leisure activities)",radio,,,true,,3,true,2026-09-04 00:00:00+00,"नेहमीच्या उपक्रम (उदा. काम, अभ्यास, घरकाम, कौटुंबिक किंवा विश्रांतीच्या उपक्रम)"
EQ-5D-5L/004,EQ-5D-5L/004,,EQ-5D-5L/2026,,PAIN / DISCOMFORT,radio,,,true,,4,true,2026-09-04 00:00:00+00,वेदना
EQ-5D-5L/005,EQ-5D-5L/005,,EQ-5D-5L/2026,,ANXIETY / DEPRESSION,radio,,,true,,5,true,2026-09-04 00:00:00+00,चिंता
FFS/001,FFS/001,INSOMNIA/2026,FFS/2026,Insomnia/FFS,Was fatigue a problem for you?,radio,,,true,,1,false,2026-09-04 00:00:00+00,थकवा तुम्हाला त्रास देत होता का?
FFS/002,FFS/002,INSOMNIA/2026,FFS/2026,Insomnia/FFS,"Did fatigue cause problems with your everyday functioning (e.g., work, social, family)?",radio,,,true,,2,false,2026-09-04 00:00:00+00,"थकवा आल्यामुळे तुमच्या दैनंदिन कामकाजात (उदाहरणार्थ, काम, सामाजिक, कौटुंबिक) समस्या निर्माण झाल्या का?"
FFS/003,FFS/003,INSOMNIA/2026,FFS/2026,Insomnia/FFS,Did fatigue cause you distress?,radio,,,true,,3,false,2026-09-04 00:00:00+00,थकव्यामुळे तुम्हाला त्रास झाला का?
FFS/004,FFS/004,INSOMNIA/2026,FFS/2026,Insomnia/FFS,How often did you suffer from fatigue?,radio,,,true,,4,false,2026-09-04 00:00:00+00,तुम्हाला किती वेळा थकवा जाणवला?
FFS/005,FFS/005,INSOMNIA/2026,FFS/2026,Insomnia/FFS,At what time(s) of the day did you typically experience fatigue? (Please tick box(es)),checkbox,,,true,Multiple selection,5,false,2026-09-04 00:00:00+00,दिवसाच्या कोणत्या वेळी तुम्हाला थकवा जाणवला? (कृपया चौकटीत (किंवा चौकटीत) भरा)
FFS/006,FFS/006,INSOMNIA/2026,FFS/2026,Insomnia/FFS,How severe was the fatigue you experienced?,radio,,,true,,6,false,2026-09-04 00:00:00+00,तुम्हाला किती तीव्र थकवा जाणवला होता?
FFS/007,FFS/007,INSOMNIA/2026,FFS/2026,Insomnia/FFS,How much was your fatigue caused by poor sleep?,radio,,,true,,7,false,2026-09-04 00:00:00+00,पुरेशी झोप न मिळाल्यामुळे तुमची थकवा किती होता?
FIQR/001,FIQR/001,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Brush or comb your hair,slider,,,true,,1,false,2026-09-04 00:00:00+00,केस चोळा किंवा कंगवा वापरा.
FIQR/002,FIQR/002,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Walk continuously for 20 minutes,slider,,,true,,2,false,2026-09-04 00:00:00+00,२० मिनिटे सतत चालत राहा.
FIQR/003,FIQR/003,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Prepare a homemade meal,slider,,,true,,3,false,2026-09-04 00:00:00+00,घरचे जेवण बनवा.
FIQR/004,FIQR/004,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,"Vacuum, scrub or sweep floors",slider,,,true,,4,false,2026-09-04 00:00:00+00,"मजले व्हॅक्यूम करून, पुसून किंवा ओढून साफ करणे"
FIQR/005,FIQR/005,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Lift and carry a bag full of groceries,slider,,,true,,5,false,2026-09-04 00:00:00+00,किराणा सामान भरलेली पिशवी उचला आणि ओढत नेऊन ठेवा.
FIQR/006,FIQR/006,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Climb one flight of stairs,slider,,,true,,6,false,2026-09-04 00:00:00+00,एक मजल्यावर चढा.
FIQR/007,FIQR/007,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Change bed sheets,slider,,,true,,7,false,2026-09-04 00:00:00+00,पलंगाचे चादर बदलणे
FIQR/008,FIQR/008,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Sit in a chair for 45 minutes,slider,,,true,,8,false,2026-09-04 00:00:00+00,४५ मिनिटे खुर्चीवर बसा.
FIQR/009,FIQR/009,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Go shopping for groceries,slider,,,true,,9,false,2026-09-04 00:00:00+00,किराणा सामान खरेदीसाठी जा.
FIQR/010,FIQR/010,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Fibromyalgia prevented me from accomplishing goals for the week,slider,,,true,,10,false,2026-09-04 00:00:00+00,फायब्रोमायल्जियामुळे मला आठवड्यात ध्येये साध्य करण्यापासून रोखले गेले
FIQR/011,FIQR/011,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,I was completely overwhelmed by my fibromyalgia symptoms,slider,,,true,,11,false,2026-09-04 00:00:00+00,माझ्या फायब्रोमायल्जियाच्या लक्षणांमुळे मी पूर्णपणे ग्रस्त झाले होते.
FIQR/012,FIQR/012,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Please rate your level of pain,slider,,,true,,12,false,2026-09-04 00:00:00+00,कृपया तुमचा वेदनांचा स्तर रेट करा.
FIQR/013,FIQR/013,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Please rate your level of energy,slider,,,true,,13,false,2026-09-04 00:00:00+00,कृपया तुमचा ऊर्जेचा स्तर रेट करा.
FIQR/014,FIQR/014,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Please rate your level of stiffness,slider,,,true,,14,false,2026-09-04 00:00:00+00,कृपया तुमचा कडकपणा किती आहे ते सांगा.
FIQR/015,FIQR/015,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Please rate the quality of your sleep,slider,,,true,,15,false,2026-09-04 00:00:00+00,तुमच्या झोपेची गुणवत्ता किती होती?
FIQR/016,FIQR/016,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Please rate your level of depression,slider,,,true,,16,false,2026-09-04 00:00:00+00,तुम्ही तुमच्या नैराश्याच्या पातळीचे मूल्यांकन कराल का?
FIQR/017,FIQR/017,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Please rate your level of memory problems,slider,,,true,,17,false,2026-09-04 00:00:00+00,तुमच्या स्मरणशक्तीच्या समस्येचे स्तर किती आहे?
FIQR/018,FIQR/018,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Please rate your level of anxiety,slider,,,true,,18,false,2026-09-04 00:00:00+00,तुम्ही तुमच्या चिंतेच्या पातळीचे मूल्यांकन कराल का?
FIQR/019,FIQR/019,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Please rate your level of tenderness to touch,slider,,,true,,19,false,2026-09-04 00:00:00+00,कृपया स्पर्श करण्यासाठी तुमचे कोमलतेचे स्तर किती आहे ते सांगा.
FIQR/020,FIQR/020,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Please rate your level of balance problems,slider,,,true,,20,false,2026-09-04 00:00:00+00,तुम्ही तुमच्या संतुलनाच्या समस्यांची पातळी किती आहे ते सांगा.
FIQR/021,FIQR/021,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,"Please rate your level of sensitivity to loud noises, bright lights, odors and cold",slider,,,true,,21,false,2026-09-04 00:00:00+00,"तुम्हाला मोठ्या आवाज, तेजस्वी प्रकाश, वास आणि थंडीबद्दल किती संवेदनशीलता आहे ते सांगा."
FSS/001,FSS/001,FIBROMYALGIA/2026,FSS/2026,Fibromyalgia/FSS,My motivation is lower when I am fatigued.,slider,,,true,,1,false,2026-09-04 00:00:00+00,मी थकलेली असते तेव्हा माझी प्रेरणा कमी असते.
FSS/002,FSS/002,FIBROMYALGIA/2026,FSS/2026,Fibromyalgia/FSS,Exercise brings on my fatigue.,slider,,,true,,2,false,2026-09-04 00:00:00+00,व्यायाम केल्यामुळे मला थकवा येतो.
FSS/003,FSS/003,FIBROMYALGIA/2026,FSS/2026,Fibromyalgia/FSS,I am easily fatigued.,slider,,,true,,3,false,2026-09-04 00:00:00+00,मी सहजपणे थकतो.
FSS/004,FSS/004,FIBROMYALGIA/2026,FSS/2026,Fibromyalgia/FSS,Fatigue interferes with my physical functioning.,slider,,,true,,4,false,2026-09-04 00:00:00+00,थकवा माझ्या शारीरिक कार्यामध्ये व्यत्यय आणतो.
FSS/005,FSS/005,FIBROMYALGIA/2026,FSS/2026,Fibromyalgia/FSS,Fatigue causes frequent problems for me.,slider,,,true,,5,false,2026-09-04 00:00:00+00,थकवा माझ्यासाठी वारंवार समस्या निर्माण करतो.
FSS/006,FSS/006,FIBROMYALGIA/2026,FSS/2026,Fibromyalgia/FSS,My fatigue prevents sustained physical functioning.,slider,,,true,,6,false,2026-09-04 00:00:00+00,माझ्या थकव्यामुळे शारीरिक कार्यक्षमता दीर्घकाळ टिकू शकत नाही.
FSS/007,FSS/007,FIBROMYALGIA/2026,FSS/2026,Fibromyalgia/FSS,Fatigue interferes with carrying out certain duties and responsibilities.,slider,,,true,,7,false,2026-09-04 00:00:00+00,थकवा काही कर्तव्ये आणि जबाबदाऱ्या पार पाडण्यात अडथळा आणतो.
FSS/008,FSS/008,FIBROMYALGIA/2026,FSS/2026,Fibromyalgia/FSS,Fatigue is among my most disabling symptoms.,slider,,,true,,8,false,2026-09-04 00:00:00+00,थकवा हा माझ्या सर्वात अक्षम करणाऱ्या लक्षणांपैकी एक आहे.
FSS/009,FSS/009,FIBROMYALGIA/2026,FSS/2026,Fibromyalgia/FSS,"Fatigue interferes with my work, family, or social life.",slider,,,true,,9,false,2026-09-04 00:00:00+00,"थकवा माझ्या कामावर, कुटुंबावर किंवा सामाजिक जीवनावर परिणाम करतो."
GAD-7/001,GAD-7/001,,GAD-7/2026,,"Feeling nervous, anxious, or on edge",radio,,,true,,1,true,2026-09-04 00:00:00+00,"अस्वस्थ, चिंताग्रस्त किंवा तणावग्रस्त वाटणे"
GAD-7/002,GAD-7/002,,GAD-7/2026,,Not being able to stop or control worrying,radio,,,true,,2,true,2026-09-04 00:00:00+00,चिंता थांबवू किंवा नियंत्रित करू शकत नसणे
GAD-7/003,GAD-7/003,,GAD-7/2026,,Worrying too much about different things,radio,,,true,,3,true,2026-09-04 00:00:00+00,वेगवेगळ्या गोष्टींबद्दल जास्त काळजी करणे
GAD-7/004,GAD-7/004,,GAD-7/2026,,Trouble relaxing,radio,,,true,,4,true,2026-09-04 00:00:00+00,शांत होण्यासाठी त्रास
GAD-7/005,GAD-7/005,,GAD-7/2026,,Being so restless that it is hard to sit still,radio,,,true,,5,true,2026-09-04 00:00:00+00,इतके बेचैन असणे की शांतपणे बसणे कठीण आहे
GAD-7/006,GAD-7/006,,GAD-7/2026,,Becoming easily annoyed or irritable,radio,,,true,,6,true,2026-09-04 00:00:00+00,सहज चिडणे किंवा चिडचिड करणे
GAD-7/007,GAD-7/007,,GAD-7/2026,,"Feeling afraid, as if something awful might happen",radio,,,true,,7,true,2026-09-04 00:00:00+00,"भीती वाटणे, काहीतरी भयंकर घडणार आहे असे वाटणे"
GDS/001,GDS/001,DEMENTIA/2026,GDS/2026,Dementia/GDS,Level 1 – No cognitive decline,radio,,,true,,1,false,2026-09-04 00:00:00+00,स्तर १ - संज्ञानात्मक घसरण नाही
GDS/002,GDS/002,DEMENTIA/2026,GDS/2026,Dementia/GDS,Level 2 – Very mild cognitive decline (Age Associated Memory Impairment),radio,,,true,,2,false,2026-09-04 00:00:00+00,स्तर २ - अतिशय सौम्य संज्ञानात्मक घसरण (वयाशी निगडीत स्मरणशक्तीची कमतरता)
GDS/003,GDS/003,DEMENTIA/2026,GDS/2026,Dementia/GDS,Level 3 – Mild cognitive decline (Mild Cognitive Impairment),radio,,,true,,3,false,2026-09-04 00:00:00+00,स्तर ३ - सौम्य संज्ञानात्मक घसरण (हलका संज्ञानात्मक बिघाड)
GDS/004,GDS/004,DEMENTIA/2026,GDS/2026,Dementia/GDS,Level 4 – Moderate cognitive decline (Mild Dementia),radio,,,true,,4,false,2026-09-04 00:00:00+00,स्तर ४ - मध्यम संज्ञानात्मक घसरण (हलका स्मृतिभ्रंश)
GDS/005,GDS/005,DEMENTIA/2026,GDS/2026,Dementia/GDS,Level 5 – Moderately severe cognitive decline (Moderate Dementia),radio,,,true,,5,false,2026-09-04 00:00:00+00,स्तर ५ - मध्यम स्वरूपाचा गंभीर संज्ञानात्मक घसरण (मध्यम स्मृतिभ्रंश)
GDS/006,GDS/006,DEMENTIA/2026,GDS/2026,Dementia/GDS,Level 6 – Severe cognitive decline (Moderately Severe Dementia),radio,,,true,,6,false,2026-09-04 00:00:00+00,स्तर ६ - गंभीर संज्ञानात्मक घसरण (मध्यम प्रमाणात गंभीर स्मृतिभ्रंश)
GDS/007,GDS/007,DEMENTIA/2026,GDS/2026,Dementia/GDS,Level 7 – Very severe cognitive decline (Severe Dementia),radio,,,true,,7,false,2026-09-04 00:00:00+00,स्तर ७ - अतिशय गंभीर संज्ञानात्मक घसरण (गंभीर स्मृतिभ्रंश)
HDRS/001,HDRS/001,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,"DEPRESSED MOOD (sadness, hopeless, helpless, worthless)",radio,,,true,,1,false,2026-09-04 00:00:00+00,"उदास मनःस्थिती (दुःख, निराशा, असहायता, निरुपयोगी)"
