question_id,question_code,disease_id,scale_id,ds_map_id,question_text,answer_type,min_value,max_value,is_required,skip_logic,display_order,is_common_scale,created_at,hindi_question_text
DASS-21/012,DASS-21/012,,DASS-21/2026,,I found it difficult to relax,radio,,,true,,12,true,2026-09-04 00:00:00+00,मुझे आराम करना कठिन लगा।
DASS-21/013,DASS-21/013,,DASS-21/2026,,I felt down-hearted and blue,radio,,,true,,13,true,2026-09-04 00:00:00+00,मैं उदास और निराश महसूस कर रहा था
DASS-21/014,DASS-21/014,,DASS-21/2026,,I was intolerant of anything that kept me from getting on with what I was doing,radio,,,true,,14,true,2026-09-04 00:00:00+00,मैं उन सभी चीजों को असहिष्णु था जो मुझे अपने काम को करने से रोकती थीं।
DASS-21/015,DASS-21/015,,DASS-21/2026,,I felt I was close to panic,radio,,,true,,15,true,2026-09-04 00:00:00+00,मुझे लगा कि मैं घबराहट के कगार पर था
DASS-21/016,DASS-21/016,,DASS-21/2026,,I was unable to become enthusiastic about anything,radio,,,true,,16,true,2026-09-04 00:00:00+00,मैं किसी भी चीज़ के प्रति उत्साहित नहीं हो पा रहा था
DASS-21/017,DASS-21/017,,DASS-21/2026,,I felt I wasn’t worth much as a person,radio,,,true,,17,true,2026-09-04 00:00:00+00,मुझे लगा कि मैं एक व्यक्ति के रूप में बहुत अधिक मूल्यवान नहीं हूँ
DASS-21/018,DASS-21/018,,DASS-21/2026,,I felt that I was rather touchy,radio,,,true,,18,true,2026-09-04 00:00:00+00,मुझे लगा कि मैं थोड़ा संवेदनशील हूँ
DASS-21/019,DASS-21/019,,DASS-21/2026,,"I was aware of the action of my heart in the absence of physical exertion (e.g. sense of heart rate increase, heart missing a beat)",radio,,,true,,19,true,2026-09-04 00:00:00+00,"मैं शारीरिक परिश्रम की अनुपस्थिति में अपने हृदय की क्रिया से अवगत था (उदाहरण के लिए हृदय गति में वृद्धि, दिल की धड़कन छूटना)"
DASS-21/020,DASS-21/020,,DASS-21/2026,,I felt scared without any good reason,radio,,,true,,20,true,2026-09-04 00:00:00+00,मुझे बिना किसी अच्छे कारण के डर लग गया था।
DASS-21/021,DASS-21/021,,DASS-21/2026,,I felt that life was meaningless,radio,,,true,,21,true,2026-09-04 00:00:00+00,मुझे लगा कि जीवन व्यर्थ है
DHI/001,DHI/001,,DHI/2026,,Does looking up increase your problem?,radio,,,true,,1,true,2026-09-04 00:00:00+00,क्या जानकारी देखने से आपकी समस्या बढ़ जाती है?
DHI/002,DHI/002,,DHI/2026,,"Because of your problem, do you feel frustrated?",radio,,,true,,2,true,2026-09-04 00:00:00+00,"आपकी समस्या के कारण, क्या आपको निराशा महसूस होती है?"
DHI/003,DHI/003,,DHI/2026,,"Because of your problem, do you restrict your travel for business or recreation?",radio,,,true,,3,true,2026-09-04 00:00:00+00,"आपकी समस्या के कारण, क्या आप व्यवसाय या मनोरंजन के लिए अपनी यात्रा सीमित करते हैं?"
DHI/004,DHI/004,,DHI/2026,,Does walking down the aisle of a supermarket increase your problems?,radio,,,true,,4,true,2026-09-04 00:00:00+00,क्या सुपरमार्केट के गलियारे से नीचे चलने से आपकी समस्याएँ बढ़ जाती हैं?
DHI/005,DHI/005,,DHI/2026,,"Because of your problem, do you have difficulty getting into or out of bed?",radio,,,true,,5,true,2026-09-04 00:00:00+00,"आपकी समस्या के कारण, क्या आपको बिस्तर पर आना-जाना मुश्किल हो रहा है?"
DHI/006,DHI/006,,DHI/2026,,"Does your problem significantly restrict your participation in social activities, such as going out to dinner, going to the movies, dancing, or going to parties?",radio,,,true,,6,true,2026-09-04 00:00:00+00,"क्या आपकी समस्या सामाजिक गतिविधियों में, जैसे कि रात के खाने पर जाना, सिनेमा देखने जाना, नृत्य करना या पार्टियों में जाना, में आपकी भागीदारी को काफी हद तक सीमित करती है?"
DHI/007,DHI/007,,DHI/2026,,"Because of your problem, do you have difficulty reading?",radio,,,true,,7,true,2026-09-04 00:00:00+00,"आपकी समस्या के कारण, क्या आपको पढ़ने में कठिनाई होती है?"
DHI/008,DHI/008,,DHI/2026,,"Does performing more ambitious activities such as sports, dancing, household chores (sweeping or putting dishes away) increase your problems?",radio,,,true,,8,true,2026-09-04 00:00:00+00,"क्या खेल, नृत्य, घरेलू काम (धूल चटाई या व्यंजन रखे) जैसे अधिक महत्वाकांक्षी कार्य करने से आपकी समस्याएं बढ़ जाती हैं?"
DHI/009,DHI/009,,DHI/2026,,"Because of your problem, are you afraid to leave your home without having someone accompany you?",radio,,,true,,9,true,2026-09-04 00:00:00+00,"अपनी समस्या के कारण, क्या आप किसी के साथ बिना घर से बाहर निकलने से डरते हैं?"
DHI/010,DHI/010,,DHI/2026,,Because of your problem have you been embarrassed in front of others?,radio,,,true,,10,true,2026-09-04 00:00:00+00,आपकी समस्या के कारण क्या आप दूसरों के सामने शर्मिंदा हुए हैं?
DHI/011,DHI/011,,DHI/2026,,Do quick movements of your head increase your problem?,radio,,,true,,11,true,2026-09-04 00:00:00+00,क्या आपके सिर के तेज़ हिलने से आपकी समस्या बढ़ जाती है?
DHI/012,DHI/012,,DHI/2026,,"Because of your problem, do you avoid heights?",radio,,,true,,12,true,2026-09-04 00:00:00+00,"आपकी समस्या के कारण, क्या आप ऊँचाइयों से बचते हैं?"
DHI/013,DHI/013,,DHI/2026,,Does turning over in bed increase your problem?,radio,,,true,,13,true,2026-09-04 00:00:00+00,क्या बिस्तर पर पलटने से आपकी समस्या बढ़ जाती है?
DHI/014,DHI/014,,DHI/2026,,"Because of your problem, is it difficult for you to do strenuous homework or yard work?",radio,,,true,,14,true,2026-09-04 00:00:00+00,"आपकी समस्या के कारण, क्या आपके लिए कठिन गृहकार्य करना या यार्ड का काम करना कठिन है?"
DHI/015,DHI/015,,DHI/2026,,"Because of your problem, are you afraid people may think you are intoxicated?",radio,,,true,,15,true,2026-09-04 00:00:00+00,"आपकी समस्या के कारण, क्या आपको डर है कि लोग सोचेंगे कि आप नशे में हैं?"
DHI/016,DHI/016,,DHI/2026,,"Because of your problem, is it difficult for you to go for a walk by yourself?",radio,,,true,,16,true,2026-09-04 00:00:00+00,"आपकी समस्या के कारण, क्या आपको अकेले चलने में कठिनाई होती है?"
DHI/017,DHI/017,,DHI/2026,,Does walking down a sidewalk increase your problem?,radio,,,true,,17,true,2026-09-04 00:00:00+00,क्या फुटपाथ पर नीचे चलने से आपकी समस्या बढ़ जाती है?
DHI/018,DHI/018,,DHI/2026,,"Because of your problem, is it difficult for you to concentrate",radio,,,true,,18,true,2026-09-04 00:00:00+00,"आपकी समस्या के कारण, क्या आपको ध्यान केंद्रित करना मुश्किल हो रहा है?"
DHI/019,DHI/019,,DHI/2026,,"Because of your problem, is it difficult for you to walk around your house in the dark?",radio,,,true,,19,true,2026-09-04 00:00:00+00,"आपकी समस्या के कारण, क्या आपको घर के अंदर अंधेरे में चलना मुश्किल लगता है?"
DHI/020,DHI/020,,DHI/2026,,"Because of your problem, are you afraid to stay home alone?",radio,,,true,,20,true,2026-09-04 00:00:00+00,"आपकी समस्या के कारण, क्या आप घर पर अकेले रहने से डरते हैं?"
DHI/021,DHI/021,,DHI/2026,,"Because of your problem, do you feel handicapped?",radio,,,true,,21,true,2026-09-04 00:00:00+00,"आपकी समस्या के कारण, क्या आपको विकलांग महसूस होता है?"
DHI/022,DHI/022,,DHI/2026,,Has the problem placed stress on your relationships with members of your family or friends?,radio,,,true,,22,true,2026-09-04 00:00:00+00,क्या इस समस्या ने आपके परिवार या दोस्तों के साथ आपके संबंधों पर तनाव डाला है?
DHI/023,DHI/023,,DHI/2026,,"Because of your problem, are you depressed?",radio,,,true,,23,true,2026-09-04 00:00:00+00,आपकी समस्या के कारण आप उदास हैं?
DHI/024,DHI/024,,DHI/2026,,Does your problem interfere with your job or household responsibilities?,radio,,,true,,24,true,2026-09-04 00:00:00+00,क्या आपकी समस्या आपके काम या घरेलू जिम्मेदारियों में बाधा डालती है?
DHI/025,DHI/025,,DHI/2026,,Does bending over increase your problem?,radio,,,true,,25,true,2026-09-04 00:00:00+00,झुकने से क्या आपकी समस्या बढ़ जाती है?
DN-4/001,DN-4/001,CHRONICPAIN/2026,DN-4/2026,Chronic Pain/DN-4,Does your pain feel like burning?,radio,,,true,,1,false,2026-09-04 00:00:00+00,क्या आपको दर्द जलने जैसा लगता है?
DN-4/002,DN-4/002,CHRONICPAIN/2026,DN-4/2026,Chronic Pain/DN-4,Does your pain feel like painful cold?,radio,,,true,,2,false,2026-09-04 00:00:00+00,क्या आपको दर्द ऐसा लगता है जैसे दर्दनाक ठंड लग रही हो?
DN-4/003,DN-4/003,CHRONICPAIN/2026,DN-4/2026,Chronic Pain/DN-4,Does your pain feel like electric shocks?,radio,,,true,,3,false,2026-09-04 00:00:00+00,क्या आपको दर्द विद्युत झटकों जैसा लगता है?
DN-4/004,DN-4/004,CHRONICPAIN/2026,DN-4/2026,Chronic Pain/DN-4,Is the pain associated with tingling in the same area?,radio,,,true,,4,false,2026-09-04 00:00:00+00,क्या दर्द उसी क्षेत्र में झुनझुनी के साथ होता है?
DN-4/005,DN-4/005,CHRONICPAIN/2026,DN-4/2026,Chronic Pain/DN-4,Is the pain associated with pins and needles in the same area?,radio,,,true,,5,false,2026-09-04 00:00:00+00,क्या दर्द उसी क्षेत्र में पिन और सुई की तरह है?
DN-4/006,DN-4/006,CHRONICPAIN/2026,DN-4/2026,Chronic Pain/DN-4,Is the pain associated with numbness in the same area?,radio,,,true,,6,false,2026-09-04 00:00:00+00,क्या दर्द उसी क्षेत्र में सुन्नता से संबंधित है?
DN-4/007,DN-4/007,CHRONICPAIN/2026,DN-4/2026,Chronic Pain/DN-4,Is the pain associated with itching in the same area?,radio,,,true,,7,false,2026-09-04 00:00:00+00,क्या दर्द उसी क्षेत्र में खुजली से संबंधित है?
DN-4/008,DN-4/008,CHRONICPAIN/2026,DN-4/2026,Chronic Pain/DN-4,Is the pain located in an area with hypoesthesia to touch?,radio,,,true,,8,false,2026-09-04 00:00:00+00,क्या दर्द स्पर्श के प्रति अल्पसंवेदन वाले क्षेत्र में स्थित है?
DN-4/009,DN-4/009,CHRONICPAIN/2026,DN-4/2026,Chronic Pain/DN-4,Is the pain located in an area with hypoesthesia to pinprick?,radio,,,true,,9,false,2026-09-04 00:00:00+00,क्या दर्द पिनप्रिक से हाइपोएस्थेसिया वाले क्षेत्र में स्थित है?
DN-4/010,DN-4/010,CHRONICPAIN/2026,DN-4/2026,Chronic Pain/DN-4,Is the pain caused or increased by brushing?,radio,,,true,,10,false,2026-09-04 00:00:00+00,क्या ब्रश करने से दर्द होता है या दर्द के कारण ब्रश करना पड़ता है?
DSRS/001,DSRS/001,DEMENTIA/2026,DSRS/2026,Dementia/DSRS,MEMORY,radio,,,true,,1,false,2026-09-04 00:00:00+00,स्मरण
DSRS/002,DSRS/002,DEMENTIA/2026,DSRS/2026,Dementia/DSRS,SPEECH AND LANGUAGE,radio,,,true,,2,false,2026-09-04 00:00:00+00,वाक् और भाषा
DSRS/003,DSRS/003,DEMENTIA/2026,DSRS/2026,Dementia/DSRS,RECOGNITION OF FAMILY MEMBERS,radio,,,true,,3,false,2026-09-04 00:00:00+00,परिवार के सदस्यों की पहचान
DSRS/004,DSRS/004,DEMENTIA/2026,DSRS/2026,Dementia/DSRS,ORIENTATION TO TIME,radio,,,true,,4,false,2026-09-04 00:00:00+00,कालबोध
DSRS/005,DSRS/005,DEMENTIA/2026,DSRS/2026,Dementia/DSRS,ORIENTATION TO PLACE,radio,,,true,,5,false,2026-09-04 00:00:00+00,स्थान का परिचय
DSRS/006,DSRS/006,DEMENTIA/2026,DSRS/2026,Dementia/DSRS,ABILITY TO MAKE DECISIONS,radio,,,true,,6,false,2026-09-04 00:00:00+00,निर्णय लेने की क्षमता
DSRS/007,DSRS/007,DEMENTIA/2026,DSRS/2026,Dementia/DSRS,SOCIAL AND COMMUNITY ACTIVITY,radio,,,true,,7,false,2026-09-04 00:00:00+00,सामाजिक और सामुदायिक गतिविधि
DSRS/008,DSRS/008,DEMENTIA/2026,DSRS/2026,Dementia/DSRS,HOME ACTIVITIES AND RESPONSIBILITIES,radio,,,true,,8,false,2026-09-04 00:00:00+00,गृह गतिविधियाँ और जिम्मेदारियाँ
DSRS/009,DSRS/009,DEMENTIA/2026,DSRS/2026,Dementia/DSRS,PERSONAL CARE - CLEANLINESS,radio,,,true,,9,false,2026-09-04 00:00:00+00,व्यक्तिगत देखभाल - स्वच्छता
DSRS/010,DSRS/010,DEMENTIA/2026,DSRS/2026,Dementia/DSRS,EATING,radio,,,true,,10,false,2026-09-04 00:00:00+00,खाना
DSRS/011,DSRS/011,DEMENTIA/2026,DSRS/2026,Dementia/DSRS,CONTROL OF URINATION AND BOWELS,radio,,,true,,11,false,2026-09-04 00:00:00+00,मूत्राशय और आंतों का नियंत्रण
DSRS/012,DSRS/012,DEMENTIA/2026,DSRS/2026,Dementia/DSRS,ABILITY TO GET FROM PLACE TO PLACE,radio,,,true,,12,false,2026-09-04 00:00:00+00,जगह-जगह जाने की क्षमता
EQ-5D-5L/001,EQ-5D-5L/001,,EQ-5D-5L/2026,,MOBILITY,radio,,,true,,1,true,2026-09-04 00:00:00+00,गतिशीलता
EQ-5D-5L/002,EQ-5D-5L/002,,EQ-5D-5L/2026,,SELF-CARE,radio,,,true,,2,true,2026-09-04 00:00:00+00,स्वावलंबन
EQ-5D-5L/003,EQ-5D-5L/003,,EQ-5D-5L/2026,,"USUAL ACTIVITIES (e.g. work, study, housework, family or leisure activities)",radio,,,true,,3,true,2026-09-04 00:00:00+00,"सामान्य गतिविधियाँ (जैसे काम, अध्ययन, घर का काम, पारिवारिक या अवकाश गतिविधियाँ)"
EQ-5D-5L/004,EQ-5D-5L/004,,EQ-5D-5L/2026,,PAIN / DISCOMFORT,radio,,,true,,4,true,2026-09-04 00:00:00+00,पीड़ा
EQ-5D-5L/005,EQ-5D-5L/005,,EQ-5D-5L/2026,,ANXIETY / DEPRESSION,radio,,,true,,5,true,2026-09-04 00:00:00+00,चिंता
FFS/001,FFS/001,INSOMNIA/2026,FFS/2026,Insomnia/FFS,Was fatigue a problem for you?,radio,,,true,,1,false,2026-09-04 00:00:00+00,क्या आपको थकान की समस्या थी?
FFS/002,FFS/002,INSOMNIA/2026,FFS/2026,Insomnia/FFS,"Did fatigue cause problems with your everyday functioning (e.g., work, social, family)?",radio,,,true,,2,false,2026-09-04 00:00:00+00,"क्या थकान ने आपके दैनिक कामकाज (उदाहरण के लिए, काम, सामाजिक, पारिवारिक) में समस्याएँ पैदा कीं?"
FFS/003,FFS/003,INSOMNIA/2026,FFS/2026,Insomnia/FFS,Did fatigue cause you distress?,radio,,,true,,3,false,2026-09-04 00:00:00+00,क्या थकान ने आपको परेशान किया?
FFS/004,FFS/004,INSOMNIA/2026,FFS/2026,Insomnia/FFS,How often did you suffer from fatigue?,radio,,,true,,4,false,2026-09-04 00:00:00+00,आप कितनी बार थकान से पीड़ित हुए थे?
FFS/005,FFS/005,INSOMNIA/2026,FFS/2026,Insomnia/FFS,At what time(s) of the day did you typically experience fatigue? (Please tick box(es)),checkbox,,,true,Multiple selection,5,false,2026-09-04 00:00:00+00,दिन के किस समय आपको थकान महसूस होती है? (कृपया बॉक्स(ओं) को टिक करें)
FFS/006,FFS/006,INSOMNIA/2026,FFS/2026,Insomnia/FFS,How severe was the fatigue you experienced?,radio,,,true,,6,false,2026-09-04 00:00:00+00,आप कितनी गंभीर रूप से थके हुए थे?
FFS/007,FFS/007,INSOMNIA/2026,FFS/2026,Insomnia/FFS,How much was your fatigue caused by poor sleep?,radio,,,true,,7,false,2026-09-04 00:00:00+00,खराब नींद से आपकी थकान कितनी बढ़ी?
FIQR/001,FIQR/001,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Brush or comb your hair,slider,,,true,,1,false,2026-09-04 00:00:00+00,बाल ब्रश या कंघी से कंघी करें
FIQR/002,FIQR/002,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Walk continuously for 20 minutes,slider,,,true,,2,false,2026-09-04 00:00:00+00,२० मिनट तक लगातार चलें।
FIQR/003,FIQR/003,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Prepare a homemade meal,slider,,,true,,3,false,2026-09-04 00:00:00+00,घर का बना भोजन तैयार करें।
FIQR/004,FIQR/004,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,"Vacuum, scrub or sweep floors",slider,,,true,,4,false,2026-09-04 00:00:00+00,"फर्ज़ी तल को वैक्यूम, स्क्रब या साफ़ करना"
FIQR/005,FIQR/005,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Lift and carry a bag full of groceries,slider,,,true,,5,false,2026-09-04 00:00:00+00,किराने के सामान से भरी थैली उठाकर ले जाना
FIQR/006,FIQR/006,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Climb one flight of stairs,slider,,,true,,6,false,2026-09-04 00:00:00+00,एक मंजिल चढ़ना
FIQR/007,FIQR/007,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Change bed sheets,slider,,,true,,7,false,2026-09-04 00:00:00+00,बिस्तर की चादरें बदलें।
FIQR/008,FIQR/008,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Sit in a chair for 45 minutes,slider,,,true,,8,false,2026-09-04 00:00:00+00,४५ मिनट तक कुर्सी पर बैठें।
FIQR/009,FIQR/009,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Go shopping for groceries,slider,,,true,,9,false,2026-09-04 00:00:00+00,किराने का सामान खरीदने चलिए।
FIQR/010,FIQR/010,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Fibromyalgia prevented me from accomplishing goals for the week,slider,,,true,,10,false,2026-09-04 00:00:00+00,फाइब्रोमाइल्जिया ने मुझे सप्ताह के लिए लक्ष्य प्राप्त करने से रोक दिया
FIQR/011,FIQR/011,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,I was completely overwhelmed by my fibromyalgia symptoms,slider,,,true,,11,false,2026-09-04 00:00:00+00,मैं अपने फाइब्रोमाइल्जिया के लक्षणों से पूरी तरह अभिभूत हो गया था।
FIQR/012,FIQR/012,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Please rate your level of pain,slider,,,true,,12,false,2026-09-04 00:00:00+00,आप अपने दर्द के स्तर को बताइए।
FIQR/013,FIQR/013,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Please rate your level of energy,slider,,,true,,13,false,2026-09-04 00:00:00+00,आप अपनी ऊर्जा का स्तर बता दीजिए।
FIQR/014,FIQR/014,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Please rate your level of stiffness,slider,,,true,,14,false,2026-09-04 00:00:00+00,कृपया अपनी कठोरता का स्तर बताइए।
FIQR/015,FIQR/015,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Please rate the quality of your sleep,slider,,,true,,15,false,2026-09-04 00:00:00+00,कृपया अपनी नींद की गुणवत्ता का मूल्यांकन कीजिए।
FIQR/016,FIQR/016,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Please rate your level of depression,slider,,,true,,16,false,2026-09-04 00:00:00+00,आप अपने अवसाद के स्तर को कितना आंकेंगे?
FIQR/017,FIQR/017,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Please rate your level of memory problems,slider,,,true,,17,false,2026-09-04 00:00:00+00,आप अपनी स्मृति समस्याओं को कितना बढ़ा-चढ़ाकर बताएंगी?
FIQR/018,FIQR/018,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Please rate your level of anxiety,slider,,,true,,18,false,2026-09-04 00:00:00+00,आप अपनी चिंता के स्तर को कितना आंकेंगे?
FIQR/019,FIQR/019,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Please rate your level of tenderness to touch,slider,,,true,,19,false,2026-09-04 00:00:00+00,कृपया स्पर्श करने के लिए अपनी कोमलता का स्तर बताइए।
FIQR/020,FIQR/020,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,Please rate your level of balance problems,slider,,,true,,20,false,2026-09-04 00:00:00+00,कृपया अपनी संतुलन समस्याओं का स्तर बताइए।
FIQR/021,FIQR/021,FIBROMYALGIA/2026,FIQR/2026,Fibromyalgia/FIQR,"Please rate your level of sensitivity to loud noises, bright lights, odors and cold",slider,,,true,,21,false,2026-09-04 00:00:00+00,"आप जोरदार आवाज़ों, उज्ज्वल रोशनी, गंध और ठंड के प्रति अपनी संवेदनशीलता का स्तर कितना मानते हैं?"
FSS/001,FSS/001,FIBROMYALGIA/2026,FSS/2026,Fibromyalgia/FSS,My motivation is lower when I am fatigued.,slider,,,true,,1,false,2026-09-04 00:00:00+00,जब मैं थक जाता हूँ तो मेरी प्रेरणा कम हो जाती है।
FSS/002,FSS/002,FIBROMYALGIA/2026,FSS/2026,Fibromyalgia/FSS,Exercise brings on my fatigue.,slider,,,true,,2,false,2026-09-04 00:00:00+00,व्यायाम करने से मुझे थकान हो जाती है।
FSS/003,FSS/003,FIBROMYALGIA/2026,FSS/2026,Fibromyalgia/FSS,I am easily fatigued.,slider,,,true,,3,false,2026-09-04 00:00:00+00,मैं आसानी से थक जाता हूँ।
FSS/004,FSS/004,FIBROMYALGIA/2026,FSS/2026,Fibromyalgia/FSS,Fatigue interferes with my physical functioning.,slider,,,true,,4,false,2026-09-04 00:00:00+00,थकान मेरी शारीरिक क्रियाओं में बाधा डालता है।
FSS/005,FSS/005,FIBROMYALGIA/2026,FSS/2026,Fibromyalgia/FSS,Fatigue causes frequent problems for me.,slider,,,true,,5,false,2026-09-04 00:00:00+00,थकान मेरे लिए अक्सर समस्याएँ उत्पन्न करता है।
FSS/006,FSS/006,FIBROMYALGIA/2026,FSS/2026,Fibromyalgia/FSS,My fatigue prevents sustained physical functioning.,slider,,,true,,6,false,2026-09-04 00:00:00+00,मेरी थकान के कारण मेरी शारीरिक क्रियाएँ लंबे समय तक नहीं चल पाती हैं।
FSS/007,FSS/007,FIBROMYALGIA/2026,FSS/2026,Fibromyalgia/FSS,Fatigue interferes with carrying out certain duties and responsibilities.,slider,,,true,,7,false,2026-09-04 00:00:00+00,थकान कुछ कर्तव्यों और जिम्मेदारियों को पूरा करने में बाधा डालता है।
FSS/008,FSS/008,FIBROMYALGIA/2026,FSS/2026,Fibromyalgia/FSS,Fatigue is among my most disabling symptoms.,slider,,,true,,8,false,2026-09-04 00:00:00+00,थकान मेरे सबसे विकलांग करने वाले लक्षणों में से एक है।
FSS/009,FSS/009,FIBROMYALGIA/2026,FSS/2026,Fibromyalgia/FSS,"Fatigue interferes with my work, family, or social life.",slider,,,true,,9,false,2026-09-04 00:00:00+00,"थकान मेरे काम, परिवार या सामाजिक जीवन में बाधा डालता है।"
GAD-7/001,GAD-7/001,,GAD-7/2026,,"Feeling nervous, anxious, or on edge",radio,,,true,,1,true,2026-09-04 00:00:00+00,"घबराहट, चिंता या तनावग्रस्त महसूस करना"
GAD-7/002,GAD-7/002,,GAD-7/2026,,Not being able to stop or control worrying,radio,,,true,,2,true,2026-09-04 00:00:00+00,चिंता को रोक या नियंत्रित करने में असमर्थ होना
GAD-7/003,GAD-7/003,,GAD-7/2026,,Worrying too much about different things,radio,,,true,,3,true,2026-09-04 00:00:00+00,विभिन्न चीज़ों के बारे में बहुत अधिक चिंता करना
GAD-7/004,GAD-7/004,,GAD-7/2026,,Trouble relaxing,radio,,,true,,4,true,2026-09-04 00:00:00+00,आराम से बैठने में कठिनाई
GAD-7/005,GAD-7/005,,GAD-7/2026,,Being so restless that it is hard to sit still,radio,,,true,,5,true,2026-09-04 00:00:00+00,इतना बेचैन होना कि शांत बैठना मुश्किल हो
GAD-7/006,GAD-7/006,,GAD-7/2026,,Becoming easily annoyed or irritable,radio,,,true,,6,true,2026-09-04 00:00:00+00,आसानी से चिढ़ना या नाराज़ होना
GAD-7/007,GAD-7/007,,GAD-7/2026,,"Feeling afraid, as if something awful might happen",radio,,,true,,7,true,2026-09-04 00:00:00+00,"डर लगना, जैसे कुछ भयानक हो सकता है"
GDS/001,GDS/001,DEMENTIA/2026,GDS/2026,Dementia/GDS,Level 1 – No cognitive decline,radio,,,true,,1,false,2026-09-04 00:00:00+00,स्तर १ - कोई संज्ञानात्मक गिरावट नहीं
GDS/002,GDS/002,DEMENTIA/2026,GDS/2026,Dementia/GDS,Level 2 – Very mild cognitive decline (Age Associated Memory Impairment),radio,,,true,,2,false,2026-09-04 00:00:00+00,स्तर २ - बहुत हल्का संज्ञानात्मक गिरावट (उम्र से संबंधित स्मृति हानि)
GDS/003,GDS/003,DEMENTIA/2026,GDS/2026,Dementia/GDS,Level 3 – Mild cognitive decline (Mild Cognitive Impairment),radio,,,true,,3,false,2026-09-04 00:00:00+00,स्तर ३ - हल्का संज्ञानात्मक गिरावट (हल्का संज्ञानात्मक हानि)
GDS/004,GDS/004,DEMENTIA/2026,GDS/2026,Dementia/GDS,Level 4 – Moderate cognitive decline (Mild Dementia),radio,,,true,,4,false,2026-09-04 00:00:00+00,स्तर ४ - मध्यम संज्ञानात्मक गिरावट (हल्का डिमेंशिया)
GDS/005,GDS/005,DEMENTIA/2026,GDS/2026,Dementia/GDS,Level 5 – Moderately severe cognitive decline (Moderate Dementia),radio,,,true,,5,false,2026-09-04 00:00:00+00,स्तर ५ - मध्यम गंभीर संज्ञानात्मक गिरावट (मध्यम डिमेंशिया)
GDS/006,GDS/006,DEMENTIA/2026,GDS/2026,Dementia/GDS,Level 6 – Severe cognitive decline (Moderately Severe Dementia),radio,,,true,,6,false,2026-09-04 00:00:00+00,स्तर ६ - गंभीर संज्ञानात्मक गिरावट (मध्यम गंभीर डिमेंशिया)
GDS/007,GDS/007,DEMENTIA/2026,GDS/2026,Dementia/GDS,Level 7 – Very severe cognitive decline (Severe Dementia),radio,,,true,,7,false,2026-09-04 00:00:00+00,स्तर ७ - बहुत गंभीर संज्ञानात्मक गिरावट (गंभीर डिमेंशिया)
HDRS/001,HDRS/001,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,"DEPRESSED MOOD (sadness, hopeless, helpless, worthless)",radio,,,true,,1,false,2026-09-04 00:00:00+00,"उदास मनोदशा (दुखी होना, निराशाजनक, असहाय, बेकार)"
HDRS/002,HDRS/002,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,FEELINGS OF GUILT,radio,,,true,,2,false,2026-09-04 00:00:00+00,अपराध भाव
HDRS/003,HDRS/003,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,SUICIDE,radio,,,true,,3,false,2026-09-04 00:00:00+00,आत्महत्या
HDRS/004,HDRS/004,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,INSOMNIA: EARLY IN THE NIGHT,radio,,,true,,4,false,2026-09-04 00:00:00+00,INSOMNIA: प्रारंभिक रात
HDRS/005,HDRS/005,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,INSOMNIA: MIDDLE OF THE NIGHT,radio,,,true,,5,false,2026-09-04 00:00:00+00,INSOMNIA: मध्यरात्रि
HDRS/006,HDRS/006,IRRITABLEBOWELDISEASE/2026,HDRS/2026,Irritable Bowel Disease/HDRS,INSOMNIA: EARLY HOURS OF THE MORNING,radio,,,true,,6,false,2026-09-04 00:00:00+00,INSOMNIA: सुबह के शुरुआती घंटे
