option_id,question_id,option_label,option_value,points,display_order,status,created_at
DASS-21/008/02,DASS-21/008,"कुछ हद तक, या कुछ समय तक मुझ पर लागू होता है",1,1,2,true,2026-09-04 00:00:00+00
DASS-21/008/03,DASS-21/008,काफी हद तक या समय के एक बड़े हिस्से में यह मुझ पर लागू होता है,2,2,3,true,2026-09-04 00:00:00+00
DASS-21/008/04,DASS-21/008,मुझ पर बहुत अधिक या अधिकांश समय लागू होता है,3,3,4,true,2026-09-04 00:00:00+00
DASS-21/009/01,DASS-21/009,मुझ पर बिल्कुल लागू नहीं हुआ,0,0,1,true,2026-09-04 00:00:00+00
DASS-21/009/02,DASS-21/009,"कुछ हद तक, या कुछ समय तक मुझ पर लागू होता है",1,1,2,true,2026-09-04 00:00:00+00
DASS-21/009/03,DASS-21/009,काफी हद तक या समय के एक बड़े हिस्से में यह मुझ पर लागू होता है,2,2,3,true,2026-09-04 00:00:00+00
DASS-21/009/04,DASS-21/009,मुझ पर बहुत अधिक या अधिकांश समय लागू होता है,3,3,4,true,2026-09-04 00:00:00+00
DASS-21/010/01,DASS-21/010,मुझ पर बिल्कुल लागू नहीं हुआ,0,0,1,true,2026-09-04 00:00:00+00
DASS-21/010/02,DASS-21/010,"कुछ हद तक, या कुछ समय तक मुझ पर लागू होता है",1,1,2,true,2026-09-04 00:00:00+00
DASS-21/010/03,DASS-21/010,काफी हद तक या समय के एक बड़े हिस्से में यह मुझ पर लागू होता है,2,2,3,true,2026-09-04 00:00:00+00
DASS-21/010/04,DASS-21/010,मुझ पर बहुत अधिक या अधिकांश समय लागू होता है,3,3,4,true,2026-09-04 00:00:00+00
DASS-21/011/01,DASS-21/011,मुझ पर बिल्कुल लागू नहीं हुआ,0,0,1,true,2026-09-04 00:00:00+00
DASS-21/011/02,DASS-21/011,"कुछ हद तक, या कुछ समय तक मुझ पर लागू होता है",1,1,2,true,2026-09-04 00:00:00+00
DASS-21/011/03,DASS-21/011,काफी हद तक या समय के एक बड़े हिस्से में यह मुझ पर लागू होता है,2,2,3,true,2026-09-04 00:00:00+00
DASS-21/011/04,DASS-21/011,मुझ पर बहुत अधिक या अधिकांश समय लागू होता है,3,3,4,true,2026-09-04 00:00:00+00
DASS-21/012/01,DASS-21/012,मुझ पर बिल्कुल लागू नहीं हुआ,0,0,1,true,2026-09-04 00:00:00+00
DASS-21/012/02,DASS-21/012,"कुछ हद तक, या कुछ समय तक मुझ पर लागू होता है",1,1,2,true,2026-09-04 00:00:00+00
DASS-21/012/03,DASS-21/012,काफी हद तक या समय के एक बड़े हिस्से में यह मुझ पर लागू होता है,2,2,3,true,2026-09-04 00:00:00+00
DASS-21/012/04,DASS-21/012,मुझ पर बहुत अधिक या अधिकांश समय लागू होता है,3,3,4,true,2026-09-04 00:00:00+00
DASS-21/013/01,DASS-21/013,मुझ पर बिल्कुल लागू नहीं हुआ,0,0,1,true,2026-09-04 00:00:00+00
DASS-21/013/02,DASS-21/013,"कुछ हद तक, या कुछ समय तक मुझ पर लागू होता है",1,1,2,true,2026-09-04 00:00:00+00
DASS-21/013/03,DASS-21/013,काफी हद तक या समय के एक बड़े हिस्से में यह मुझ पर लागू होता है,2,2,3,true,2026-09-04 00:00:00+00
DASS-21/013/04,DASS-21/013,मुझ पर बहुत अधिक या अधिकांश समय लागू होता है,3,3,4,true,2026-09-04 00:00:00+00
DASS-21/014/01,DASS-21/014,मुझ पर बिल्कुल लागू नहीं हुआ,0,0,1,true,2026-09-04 00:00:00+00
DASS-21/014/02,DASS-21/014,"कुछ हद तक, या कुछ समय तक मुझ पर लागू होता है",1,1,2,true,2026-09-04 00:00:00+00
DASS-21/014/03,DASS-21/014,काफी हद तक या समय के एक बड़े हिस्से में यह मुझ पर लागू होता है,2,2,3,true,2026-09-04 00:00:00+00
DASS-21/014/04,DASS-21/014,मुझ पर बहुत अधिक या अधिकांश समय लागू होता है,3,3,4,true,2026-09-04 00:00:00+00
DASS-21/015/01,DASS-21/015,मुझ पर बिल्कुल लागू नहीं हुआ,0,0,1,true,2026-09-04 00:00:00+00
DASS-21/015/02,DASS-21/015,"कुछ हद तक, या कुछ समय तक मुझ पर लागू होता है",1,1,2,true,2026-09-04 00:00:00+00
DASS-21/015/03,DASS-21/015,काफी हद तक या समय के एक बड़े हिस्से में यह मुझ पर लागू होता है,2,2,3,true,2026-09-04 00:00:00+00
DASS-21/015/04,DASS-21/015,मुझ पर बहुत अधिक या अधिकांश समय लागू होता है,3,3,4,true,2026-09-04 00:00:00+00
DASS-21/016/01,DASS-21/016,मुझ पर बिल्कुल लागू नहीं हुआ,0,0,1,true,2026-09-04 00:00:00+00
DASS-21/016/02,DASS-21/016,"कुछ हद तक, या कुछ समय तक मुझ पर लागू होता है",1,1,2,true,2026-09-04 00:00:00+00
DASS-21/016/03,DASS-21/016,काफी हद तक या समय के एक बड़े हिस्से में यह मुझ पर लागू होता है,2,2,3,true,2026-09-04 00:00:00+00
DASS-21/016/04,DASS-21/016,मुझ पर बहुत अधिक या अधिकांश समय लागू होता है,3,3,4,true,2026-09-04 00:00:00+00
DASS-21/017/01,DASS-21/017,मुझ पर बिल्कुल लागू नहीं हुआ,0,0,1,true,2026-09-04 00:00:00+00
DASS-21/017/02,DASS-21/017,"कुछ हद तक, या कुछ समय तक मुझ पर लागू होता है",1,1,2,true,2026-09-04 00:00:00+00
DASS-21/017/03,DASS-21/017,काफी हद तक या समय के एक बड़े हिस्से में यह मुझ पर लागू होता है,2,2,3,true,2026-09-04 00:00:00+00
DASS-21/017/04,DASS-21/017,मुझ पर बहुत अधिक या अधिकांश समय लागू होता है,3,3,4,true,2026-09-04 00:00:00+00
DASS-21/018/01,DASS-21/018,मुझ पर बिल्कुल लागू नहीं हुआ,0,0,1,true,2026-09-04 00:00:00+00
DASS-21/018/02,DASS-21/018,"कुछ हद तक, या कुछ समय तक मुझ पर लागू होता है",1,1,2,true,2026-09-04 00:00:00+00
DASS-21/018/03,DASS-21/018,काफी हद तक या समय के एक बड़े हिस्से में यह मुझ पर लागू होता है,2,2,3,true,2026-09-04 00:00:00+00
DASS-21/018/04,DASS-21/018,मुझ पर बहुत अधिक या अधिकांश समय लागू होता है,3,3,4,true,2026-09-04 00:00:00+00
DASS-21/019/01,DASS-21/019,मुझ पर बिल्कुल लागू नहीं हुआ,0,0,1,true,2026-09-04 00:00:00+00
DASS-21/019/02,DASS-21/019,"कुछ हद तक, या कुछ समय तक मुझ पर लागू होता है",1,1,2,true,2026-09-04 00:00:00+00
DASS-21/019/03,DASS-21/019,काफी हद तक या समय के एक बड़े हिस्से में यह मुझ पर लागू होता है,2,2,3,true,2026-09-04 00:00:00+00
DASS-21/019/04,DASS-21/019,मुझ पर बहुत अधिक या अधिकांश समय लागू होता है,3,3,4,true,2026-09-04 00:00:00+00
DASS-21/020/01,DASS-21/020,मुझ पर बिल्कुल लागू नहीं हुआ,0,0,1,true,2026-09-04 00:00:00+00
DASS-21/020/02,DASS-21/020,"कुछ हद तक, या कुछ समय तक मुझ पर लागू होता है",1,1,2,true,2026-09-04 00:00:00+00
DASS-21/020/03,DASS-21/020,काफी हद तक या समय के एक बड़े हिस्से में यह मुझ पर लागू होता है,2,2,3,true,2026-09-04 00:00:00+00
DASS-21/020/04,DASS-21/020,मुझ पर बहुत अधिक या अधिकांश समय लागू होता है,3,3,4,true,2026-09-04 00:00:00+00
DASS-21/021/01,DASS-21/021,मुझ पर बिल्कुल लागू नहीं हुआ,0,0,1,true,2026-09-04 00:00:00+00
DASS-21/021/02,DASS-21/021,"कुछ हद तक, या कुछ समय तक मुझ पर लागू होता है",1,1,2,true,2026-09-04 00:00:00+00
DASS-21/021/03,DASS-21/021,काफी हद तक या समय के एक बड़े हिस्से में यह मुझ पर लागू होता है,2,2,3,true,2026-09-04 00:00:00+00
DASS-21/021/04,DASS-21/021,मुझ पर बहुत अधिक या अधिकांश समय लागू होता है,3,3,4,true,2026-09-04 00:00:00+00
DHI/001/01,DHI/001,हाँ,0,4,1,true,2026-09-04 00:00:00+00
DHI/001/02,DHI/001,कभी-कभी,1,2,2,true,2026-09-04 00:00:00+00
DHI/001/03,DHI/001,नहीं,2,0,3,true,2026-09-04 00:00:00+00
DHI/002/01,DHI/002,हाँ,0,4,1,true,2026-09-04 00:00:00+00
DHI/002/02,DHI/002,कभी-कभी,1,2,2,true,2026-09-04 00:00:00+00
DHI/002/03,DHI/002,नहीं,2,0,3,true,2026-09-04 00:00:00+00
DHI/003/01,DHI/003,हाँ,0,4,1,true,2026-09-04 00:00:00+00
DHI/003/02,DHI/003,कभी-कभी,1,2,2,true,2026-09-04 00:00:00+00
DHI/003/03,DHI/003,नहीं,2,0,3,true,2026-09-04 00:00:00+00
DHI/004/01,DHI/004,हाँ,0,4,1,true,2026-09-04 00:00:00+00
DHI/004/02,DHI/004,कभी-कभी,1,2,2,true,2026-09-04 00:00:00+00
DHI/004/03,DHI/004,नहीं,2,0,3,true,2026-09-04 00:00:00+00
DHI/005/01,DHI/005,हाँ,0,4,1,true,2026-09-04 00:00:00+00
DHI/005/02,DHI/005,कभी-कभी,1,2,2,true,2026-09-04 00:00:00+00
DHI/005/03,DHI/005,नहीं,2,0,3,true,2026-09-04 00:00:00+00
DHI/006/01,DHI/006,हाँ,0,4,1,true,2026-09-04 00:00:00+00
DHI/006/02,DHI/006,कभी-कभी,1,2,2,true,2026-09-04 00:00:00+00
DHI/006/03,DHI/006,नहीं,2,0,3,true,2026-09-04 00:00:00+00
DHI/007/01,DHI/007,हाँ,0,4,1,true,2026-09-04 00:00:00+00
DHI/007/02,DHI/007,कभी-कभी,1,2,2,true,2026-09-04 00:00:00+00
DHI/007/03,DHI/007,नहीं,2,0,3,true,2026-09-04 00:00:00+00
DHI/008/01,DHI/008,हाँ,0,4,1,true,2026-09-04 00:00:00+00
DHI/008/02,DHI/008,कभी-कभी,1,2,2,true,2026-09-04 00:00:00+00
DHI/008/03,DHI/008,नहीं,2,0,3,true,2026-09-04 00:00:00+00
DHI/009/01,DHI/009,हाँ,0,4,1,true,2026-09-04 00:00:00+00
DHI/009/02,DHI/009,कभी-कभी,1,2,2,true,2026-09-04 00:00:00+00
DHI/009/03,DHI/009,नहीं,2,0,3,true,2026-09-04 00:00:00+00
DHI/010/01,DHI/010,हाँ,0,4,1,true,2026-09-04 00:00:00+00
DHI/010/02,DHI/010,कभी-कभी,1,2,2,true,2026-09-04 00:00:00+00
DHI/010/03,DHI/010,नहीं,2,0,3,true,2026-09-04 00:00:00+00
DHI/011/01,DHI/011,हाँ,0,4,1,true,2026-09-04 00:00:00+00
DHI/011/02,DHI/011,कभी-कभी,1,2,2,true,2026-09-04 00:00:00+00
DHI/011/03,DHI/011,नहीं,2,0,3,true,2026-09-04 00:00:00+00
DHI/012/01,DHI/012,हाँ,0,4,1,true,2026-09-04 00:00:00+00
DHI/012/02,DHI/012,कभी-कभी,1,2,2,true,2026-09-04 00:00:00+00
DHI/012/03,DHI/012,नहीं,2,0,3,true,2026-09-04 00:00:00+00
DHI/013/01,DHI/013,हाँ,0,4,1,true,2026-09-04 00:00:00+00
DHI/013/02,DHI/013,कभी-कभी,1,2,2,true,2026-09-04 00:00:00+00
DHI/013/03,DHI/013,नहीं,2,0,3,true,2026-09-04 00:00:00+00
DHI/014/01,DHI/014,हाँ,0,4,1,true,2026-09-04 00:00:00+00
DHI/014/02,DHI/014,कभी-कभी,1,2,2,true,2026-09-04 00:00:00+00
DHI/014/03,DHI/014,नहीं,2,0,3,true,2026-09-04 00:00:00+00
DHI/015/01,DHI/015,हाँ,0,4,1,true,2026-09-04 00:00:00+00
DHI/015/02,DHI/015,कभी-कभी,1,2,2,true,2026-09-04 00:00:00+00
DHI/015/03,DHI/015,नहीं,2,0,3,true,2026-09-04 00:00:00+00
DHI/016/01,DHI/016,हाँ,0,4,1,true,2026-09-04 00:00:00+00
DHI/016/02,DHI/016,कभी-कभी,1,2,2,true,2026-09-04 00:00:00+00
DHI/016/03,DHI/016,नहीं,2,0,3,true,2026-09-04 00:00:00+00
DHI/017/01,DHI/017,हाँ,0,4,1,true,2026-09-04 00:00:00+00
DHI/017/02,DHI/017,कभी-कभी,1,2,2,true,2026-09-04 00:00:00+00
DHI/017/03,DHI/017,नहीं,2,0,3,true,2026-09-04 00:00:00+00
DHI/018/01,DHI/018,हाँ,0,4,1,true,2026-09-04 00:00:00+00
DHI/018/02,DHI/018,कभी-कभी,1,2,2,true,2026-09-04 00:00:00+00
DHI/018/03,DHI/018,नहीं,2,0,3,true,2026-09-04 00:00:00+00
DHI/019/01,DHI/019,हाँ,0,4,1,true,2026-09-04 00:00:00+00
DHI/019/02,DHI/019,कभी-कभी,1,2,2,true,2026-09-04 00:00:00+00
DHI/019/03,DHI/019,नहीं,2,0,3,true,2026-09-04 00:00:00+00
DHI/020/01,DHI/020,हाँ,0,4,1,true,2026-09-04 00:00:00+00
DHI/020/02,DHI/020,कभी-कभी,1,2,2,true,2026-09-04 00:00:00+00
DHI/020/03,DHI/020,नहीं,2,0,3,true,2026-09-04 00:00:00+00
DHI/021/01,DHI/021,हाँ,0,4,1,true,2026-09-04 00:00:00+00
DHI/021/02,DHI/021,कभी-कभी,1,2,2,true,2026-09-04 00:00:00+00
DHI/021/03,DHI/021,नहीं,2,0,3,true,2026-09-04 00:00:00+00
DHI/022/01,DHI/022,हाँ,0,4,1,true,2026-09-04 00:00:00+00
DHI/022/02,DHI/022,कभी-कभी,1,2,2,true,2026-09-04 00:00:00+00
DHI/022/03,DHI/022,नहीं,2,0,3,true,2026-09-04 00:00:00+00
DHI/023/01,DHI/023,हाँ,0,4,1,true,2026-09-04 00:00:00+00
DHI/023/02,DHI/023,कभी-कभी,1,2,2,true,2026-09-04 00:00:00+00
DHI/023/03,DHI/023,नहीं,2,0,3,true,2026-09-04 00:00:00+00
DHI/024/01,DHI/024,हाँ,0,4,1,true,2026-09-04 00:00:00+00
DHI/024/02,DHI/024,कभी-कभी,1,2,2,true,2026-09-04 00:00:00+00
DHI/024/03,DHI/024,नहीं,2,0,3,true,2026-09-04 00:00:00+00
DHI/025/01,DHI/025,हाँ,0,4,1,true,2026-09-04 00:00:00+00
DHI/025/02,DHI/025,कभी-कभी,1,2,2,true,2026-09-04 00:00:00+00
DHI/025/03,DHI/025,नहीं,2,0,3,true,2026-09-04 00:00:00+00
DN-4/001/01,DN-4/001,नहीं,0,0,1,true,2026-09-04 00:00:00+00
DN-4/001/02,DN-4/001,हाँ,1,1,2,true,2026-09-04 00:00:00+00
DN-4/002/01,DN-4/002,नहीं,0,0,1,true,2026-09-04 00:00:00+00
DN-4/002/02,DN-4/002,हाँ,1,1,2,true,2026-09-04 00:00:00+00
DN-4/003/01,DN-4/003,नहीं,0,0,1,true,2026-09-04 00:00:00+00
DN-4/003/02,DN-4/003,हाँ,1,1,2,true,2026-09-04 00:00:00+00
DN-4/004/01,DN-4/004,नहीं,0,0,1,true,2026-09-04 00:00:00+00
DN-4/004/02,DN-4/004,हाँ,1,1,2,true,2026-09-04 00:00:00+00
DN-4/005/01,DN-4/005,नहीं,0,0,1,true,2026-09-04 00:00:00+00
DN-4/005/02,DN-4/005,हाँ,1,1,2,true,2026-09-04 00:00:00+00
DN-4/006/01,DN-4/006,नहीं,0,0,1,true,2026-09-04 00:00:00+00
DN-4/006/02,DN-4/006,हाँ,1,1,2,true,2026-09-04 00:00:00+00
DN-4/007/01,DN-4/007,नहीं,0,0,1,true,2026-09-04 00:00:00+00
DN-4/007/02,DN-4/007,हाँ,1,1,2,true,2026-09-04 00:00:00+00
DN-4/008/01,DN-4/008,नहीं,0,0,1,true,2026-09-04 00:00:00+00
DN-4/008/02,DN-4/008,हाँ,1,1,2,true,2026-09-04 00:00:00+00
DN-4/009/01,DN-4/009,नहीं,0,0,1,true,2026-09-04 00:00:00+00
DN-4/009/02,DN-4/009,हाँ,1,1,2,true,2026-09-04 00:00:00+00
DN-4/010/01,DN-4/010,नहीं,0,0,1,true,2026-09-04 00:00:00+00
DN-4/010/02,DN-4/010,हाँ,1,1,2,true,2026-09-04 00:00:00+00
DSRS/001/01,DSRS/001,सामान्य स्मृति.,0,0,1,true,2026-09-04 00:00:00+00
DSRS/001/02,DSRS/001,कभी-कभी वे बातें भूल जाते हैं जो उन्हें हाल ही में बताई गई थीं। इससे ज्यादा दिक्कत नहीं होती.,1,1,2,true,2026-09-04 00:00:00+00
DSRS/001/03,DSRS/001,हल्की लगातार भूलने की बीमारी. हाल की घटनाओं को याद रखता है लेकिन अक्सर कुछ हिस्सों को भूल जाता है।,2,2,3,true,2026-09-04 00:00:00+00
DSRS/001/04,DSRS/001,मध्यम स्मृति हानि. हाल की घटनाओं के लिए यह और भी बुरा है। हो सकता है कि आपको अभी-अभी उन्हें बताई गई कोई बात याद न हो। रोजमर्रा के कार्यों में समस्या उत्पन्न करता है।,3,3,4,true,2026-09-04 00:00:00+00
DSRS/001/05,DSRS/001,पर्याप्त स्मृति हानि. हाल की या नई सीखी गई बातों को जल्दी भूल जाता है। वे केवल उन्हीं चीज़ों को याद रख सकते हैं जिन्हें वे लंबे समय से जानते हैं।,4,4,5,true,2026-09-04 00:00:00+00
DSRS/001/06,DSRS/001,"बुनियादी तथ्य जैसे सप्ताह का दिन, आखिरी भोजन कब खाया या अगला भोजन क्या होगा, याद नहीं रहता।",5,5,6,true,2026-09-04 00:00:00+00
DSRS/001/07,DSRS/001,सबसे बुनियादी चीजें भी याद नहीं रहतीं.,6,6,7,true,2026-09-04 00:00:00+00
DSRS/002/01,DSRS/002,बात करने और दूसरों को समझने की सामान्य क्षमता।,0,0,1,true,2026-09-04 00:00:00+00
DSRS/002/02,DSRS/002,"कभी-कभी कोई शब्द नहीं मिल पाता, लेकिन बातचीत जारी रखने में सक्षम होता हूं।",1,1,2,true,2026-09-04 00:00:00+00
DSRS/002/03,DSRS/002,अक्सर शब्द भूल जाते हैं. इसके स्थान पर गलत शब्द का प्रयोग हो सकता है। कुछ लोगों को विचार व्यक्त करने और उत्तर देने में परेशानी होती है।,2,2,3,true,2026-09-04 00:00:00+00
DSRS/002/04,DSRS/002,आमतौर पर वाक्यों का उपयोग करके प्रश्नों का उत्तर देता है लेकिन शायद ही कभी बातचीत शुरू होती है।,3,3,4,true,2026-09-04 00:00:00+00
DSRS/002/05,DSRS/002,"सवालों के जवाब देता है, लेकिन जवाबों को समझना अक्सर मुश्किल होता है या समझ में नहीं आता। आमतौर पर सरल निर्देशों का पालन करने में सक्षम।",4,4,5,true,2026-09-04 00:00:00+00
DSRS/002/06,DSRS/002,वाणी का प्रायः कोई अर्थ नहीं होता। प्रश्नों का उत्तर नहीं दे सकते या निर्देशों का पालन नहीं कर सकते.,5,5,6,true,2026-09-04 00:00:00+00
DSRS/002/07,DSRS/002,अधिकांश समय प्रतिक्रिया नहीं देता.,6,6,7,true,2026-09-04 00:00:00+00
DSRS/003/01,DSRS/003,सामान्य - लोगों को पहचानता है और आम तौर पर जानता है कि वे कौन हैं।,0,0,1,true,2026-09-04 00:00:00+00
DSRS/003/02,DSRS/003,"आमतौर पर पोते-पोतियों, चचेरे भाई-बहनों या रिश्तेदारों को पहचानता है, जिन्हें अक्सर देखा नहीं जाता है, लेकिन उन्हें याद नहीं होता कि वे कैसे संबंधित हैं।",1,1,2,true,2026-09-04 00:00:00+00
DSRS/003/03,DSRS/003,"आमतौर पर परिवार के उन सदस्यों को नहीं पहचानता, जिन्हें बार-बार नहीं देखा जाता है। अक्सर इस बात को लेकर असमंजस रहता है कि परिवार के सदस्य जैसे पोते-पोतियां, भतीजियां या भतीजे उनसे कैसे संबंधित हैं।",2,2,3,true,2026-09-04 00:00:00+00
DSRS/003/04,DSRS/003,"कभी-कभी परिवार के करीबी सदस्यों या अन्य लोगों को नहीं पहचान पाता जिनसे वह बार-बार मिलता है। वे अपने बच्चों, भाइयों या बहनों को नहीं पहचान सकते, जिन्हें नियमित आधार पर नहीं देखा जाता है।",3,3,4,true,2026-09-04 00:00:00+00
DSRS/003/05,DSRS/003,अक्सर जीवनसाथी या देखभाल करने वाले को नहीं पहचानता।,4,4,5,true,2026-09-04 00:00:00+00
DSRS/003/06,DSRS/003,दूसरों की उपस्थिति की कोई पहचान या जागरूकता नहीं।,5,5,6,true,2026-09-04 00:00:00+00
DSRS/004/01,DSRS/004,दिन के समय और सप्ताह के दिन के बारे में सामान्य जागरूकता।,0,0,1,true,2026-09-04 00:00:00+00
DSRS/004/02,DSRS/004,"इस बारे में कुछ भ्रम है कि यह कौन सा समय है या सप्ताह का कौन सा दिन है, लेकिन इतना गंभीर नहीं कि रोजमर्रा की गतिविधियों में हस्तक्षेप हो।",1,1,2,true,2026-09-04 00:00:00+00
DSRS/004/03,DSRS/004,दिन के समय को लेकर अक्सर भ्रमित रहते हैं।,2,2,3,true,2026-09-04 00:00:00+00
DSRS/004/04,DSRS/004,दिन के समय को लेकर लगभग हमेशा भ्रमित रहते हैं।,3,3,4,true,2026-09-04 00:00:00+00
DSRS/004/05,DSRS/004,समय का बिल्कुल पता नहीं लगता.,4,4,5,true,2026-09-04 00:00:00+00
DSRS/005/01,DSRS/005,"नई जगहों पर भी वे कहां हैं, इसकी सामान्य जागरूकता।",0,0,1,true,2026-09-04 00:00:00+00
DSRS/005/02,DSRS/005,कभी-कभी नई जगहों पर भटकाव हो जाता है।,1,1,2,true,2026-09-04 00:00:00+00
DSRS/005/03,DSRS/005,नई जगहों पर बार-बार भटकाव होना।,2,2,3,true,2026-09-04 00:00:00+00
DSRS/005/04,DSRS/005,"आम तौर पर परिचित स्थानों में भी, भटका हुआ महसूस होता है। शायद भूल जाएं कि वे पहले से ही घर पर हैं।",3,3,4,true,2026-09-04 00:00:00+00
DSRS/005/05,DSRS/005,जगह को लेकर लगभग हमेशा असमंजस में रहते हैं।,4,4,5,true,2026-09-04 00:00:00+00
DSRS/006/01,DSRS/006,सामान्य - पहले की तरह निर्णय लेने में सक्षम।,0,0,1,true,2026-09-04 00:00:00+00
DSRS/006/02,DSRS/006,केवल दैनिक जीवन में निर्णय लेने में कुछ कठिनाई उत्पन्न होती है।,1,1,2,true,2026-09-04 00:00:00+00
DSRS/006/03,DSRS/006,मध्यम कठिनाई. जब चीजें जटिल हो जाती हैं या योजनाएं बदल जाती हैं तो भ्रमित हो जाता है।,2,2,3,true,2026-09-04 00:00:00+00
DSRS/006/04,DSRS/006,शायद ही कभी कोई महत्वपूर्ण निर्णय लेता है। आसानी से भ्रमित हो जाता है.,3,3,4,true,2026-09-04 00:00:00+00
DSRS/006/05,DSRS/006,अधिकांश समय समझ नहीं आता कि क्या हो रहा है।,4,4,5,true,2026-09-04 00:00:00+00
DSRS/007/01,DSRS/007,सामान्य - लोगों के साथ पहले जैसा ही व्यवहार करता है,0,0,1,true,2026-09-04 00:00:00+00
DSRS/007/02,DSRS/007,"केवल हल्की समस्याएं जो वास्तव में महत्वपूर्ण नहीं हैं, लेकिन स्पष्ट रूप से पिछले वर्षों की तुलना में अलग तरह से काम करती हैं।",1,1,2,true,2026-09-04 00:00:00+00
DSRS/007/03,DSRS/007,बिना सहायता के भी सामुदायिक गतिविधियों में भाग ले सकते हैं। जो लोग उन्हें नहीं जानते उन्हें यह सामान्य लग सकता है।,2,2,3,true,2026-09-04 00:00:00+00
DSRS/007/04,DSRS/007,देखभाल करने वाले की मदद के बिना अक्सर घर से बाहर के लोगों से निपटने में परेशानी होती है। आमतौर पर दोस्तों के साथ शांत घरेलू गतिविधियों में भाग ले सकते हैं। जो कोई भी उन्हें देखता है उसे समस्या स्पष्ट हो जाती है।,3,3,4,true,2026-09-04 00:00:00+00
DSRS/007/05,DSRS/007,अब वह घर पर अन्य लोगों को शामिल करने वाली गतिविधियों में किसी भी वास्तविक तरीके से भाग नहीं लेता है। केवल प्राथमिक देखभालकर्ता के साथ ही व्यवहार कर सकता है।,4,4,5,true,2026-09-04 00:00:00+00
DSRS/007/06,DSRS/007,प्राथमिक देखभालकर्ता तक भी बहुत कम या कोई प्रतिक्रिया नहीं।,5,5,6,true,2026-09-04 00:00:00+00
DSRS/008/01,DSRS/008,सामान्य। घर के काम करने की क्षमता में कोई कमी नहीं।,0,0,1,true,2026-09-04 00:00:00+00
DSRS/008/02,DSRS/008,"घरेलू गतिविधियों में कुछ समस्याएँ। धन प्रबंधन (बिलों का भुगतान) और चीजों को ठीक करने में अधिक परेशानी हो सकती है। अभी भी किसी स्टोर पर जा सकते हैं, खाना बना सकते हैं या साफ़-सफ़ाई कर सकते हैं। अभी भी दिलचस्पी और समझ के साथ टीवी देखता है या अखबार पढ़ता है।",1,1,2,true,2026-09-04 00:00:00+00
DSRS/008/03,DSRS/008,"दुकान पर जाना, खाना बनाना या सफाई करना जैसे आसान कामों में गलतियाँ करता है। अखबार, टीवी या रेडियो में रुचि कम होना। अक्सर किसी एक विषय पर लंबी बातचीत नहीं हो पाती।",2,2,3,true,2026-09-04 00:00:00+00
DSRS/008/04,DSRS/008,"बहुत अधिक मदद के बिना खरीदारी करने, खाना पकाने या साफ़-सफ़ाई करने में सक्षम नहीं। अखबार या टीवी समझ नहीं आता. बातचीत का अनुसरण नहीं किया जा सकता.",3,3,4,true,2026-09-04 00:00:00+00
DSRS/008/05,DSRS/008,अब कोई भी घर-आधारित गतिविधियाँ नहीं करता।,4,4,5,true,2026-09-04 00:00:00+00
DSRS/009/01,DSRS/009,सामान्य। खुद का उतना ही ख्याल रखते हैं जितना पहले रखते थे।,0,0,1,true,2026-09-04 00:00:00+00
DSRS/009/02,DSRS/009,"कभी-कभी बाल धोना, दाढ़ी बनाना, कंघी करना भूल जाता है या गलत प्रकार के कपड़े पहनना भूल जाता है। उतने साफ-सुथरे नहीं, जितने पहले हुआ करते थे।",1,1,2,true,2026-09-04 00:00:00+00
DSRS/009/03,DSRS/009,"कपड़े पहनने, धोने और व्यक्तिगत साज-सज्जा में मदद की आवश्यकता होती है।",2,2,3,true,2026-09-04 00:00:00+00
DSRS/009/04,DSRS/009,व्यक्तिगत देखभाल के लिए पूरी तरह से मदद पर निर्भर।,3,3,4,true,2026-09-04 00:00:00+00
DSRS/010/01,DSRS/010,"सामान्य तौर पर, उन्हें जो खाना परोसा जाता है उसे खाने में मदद की ज़रूरत नहीं होती है।",0,0,1,true,2026-09-04 00:00:00+00
DSRS/010/02,DSRS/010,"भोजन काटने में सहायता की आवश्यकता हो सकती है या कुछ खाद्य पदार्थों से परेशानी हो सकती है, लेकिन मूल रूप से स्वयं खाने में सक्षम हैं।",1,1,2,true,2026-09-04 00:00:00+00
DSRS/010/03,DSRS/010,आम तौर पर खुद को खिलाने में सक्षम लेकिन कुछ मदद की आवश्यकता हो सकती है। भोजन के दौरान रुचि कम हो सकती है।,2,2,3,true,2026-09-04 00:00:00+00
DSRS/010/04,DSRS/010,खिलाने की जरूरत है. निगलने में परेशानी हो सकती है.,3,3,4,true,2026-09-04 00:00:00+00
DSRS/011/01,DSRS/011,सामान्य - शारीरिक समस्याओं को छोड़कर पेशाब या आंत्र को नियंत्रित करने में कोई समस्या नहीं होती है।,0,0,1,true,2026-09-04 00:00:00+00
DSRS/011/02,DSRS/011,पेशाब को नियंत्रित करने में शायद ही कभी विफल रहता है (आमतौर पर प्रति माह एक से भी कम दुर्घटना)।,1,1,2,true,2026-09-04 00:00:00+00
DSRS/011/03,DSRS/011,पेशाब को नियंत्रित करने में कभी-कभी विफलता (लगभग सप्ताह में एक बार या उससे कम)।,2,2,3,true,2026-09-04 00:00:00+00
DSRS/011/04,DSRS/011,बार-बार पेशाब को नियंत्रित करने में विफल रहता है (सप्ताह में एक बार से अधिक)।,3,3,4,true,2026-09-04 00:00:00+00
